Category,Name,Phone_1,Phone_2,Phone_3,Email,Location,Area,Governorate,Country,About,Website,Rating,Views,Fax,URL,Facebook,Instagram,LinkedIn,Twitter,YouTube
business-b2b,CA Mena FZ LLC,+971 43616710,,,,"Dubai Internet City (DIC),",Dubai Internet City,Dubai,UAE,CA Mena FZ LLC,,,992,,https://uae.arablocal.com/business/view/ca-mena-fz-llc,,,,,
dealers%2C-distributors-%26-manufacturers,Al Jaliya General Trading Company LLC,+971 48855925,,,,"Warehouse # 5/16/17/20,",Jebel Ali Industrial Area # 1,Dubai,UAE,Al Jaliya General Trading Company LLC,,,994,,https://uae.arablocal.com/business/view/al-jaliya-general-trading-company-llc,,,,,
dealers%2C-distributors-%26-manufacturers,Al Najma Cleaning Materials Trading,+971 72338226,,,,"Office # 01, Ground Floor,",Al Mamourah,Ras Al Khaimah,UAE,Al Najma Cleaning Materials Trading,,,1008,,https://uae.arablocal.com/business/view/al-najma-cleaning-materials-trading,,,,,
construction,Al Mada Marble,+971 67485455,,,,"Al Jurf,",Al Jerf Industrial 1,Ajman,UAE,Al Mada Marble,,,1601,,https://uae.arablocal.com/business/view/al-mada-marble,,,,,
industrial,Al Asfar Heavy Equipment Spare Parts Trading LLC,+971 65424677,,,,"Industrial Area 13,",Industrial Area,Sharjah,UAE,Al Asfar Heavy Equipment Spare Parts Trading LLC,,,1734,,https://uae.arablocal.com/business/view/al-asfar-heavy-equipment-spare-parts-trading-llc,,,,,
dealers%2C-distributors-%26-manufacturers,Al Ain Mineral Water Co Dubai,+971 43471190,,,,Dubai,Al Quoz Industrial Area 4,Dubai,UAE,Al Ain Mineral Water Co Dubai,,,998,,https://uae.arablocal.com/business/view/al-ain-mineral-water-co-dubai,,,,,
business-b2b,Crown International Trading Company Limited,+971 26449272,,,,"1003, Natl Bank of building, Salam St, P.O. Box: 47428",Salam Street,Abu Dhabi,UAE,"Crown International Trading Company Limited is located in Abu Dhabi, UAE. Company is working in Overseas Business, Import and Export Agents, Small Business, General Traders business activities.",,,991,,https://uae.arablocal.com/business/view/crown-international-trading-company-limited,,,,,
business-b2b,G R C Group Of Companies,+971 42724914,,,,Area :,Deira,Dubai,UAE,"G R C Group Of Companies is located in Dubai, UAE. Company is working in Small Business, General Traders business activities. If you have any questions, please contact us",,,988,,https://uae.arablocal.com/business/view/g-r-c-group-of-companies,,,,,
industrial,Gelaf Carton Boxes Manufacturing LLC,+971 67673828,,,,"Ground Floor, Al Ittihad Road,",Industrial Area,Sharjah,UAE,Gelaf Carton Boxes Manufacturing LLC,,,1719,,https://uae.arablocal.com/business/view/gelaf-carton-boxes-manufacturing-llc,,,,,
industrial,Al Madeena Plastic Pipe Mfrg Factory LLC,+971 67480226,,,,"1, G Industrial,",Ajman Industrial 2,Ajman,UAE,Al Madeena Plastic Pipe Mfrg Factory LLC,,,1731,,https://uae.arablocal.com/business/view/al-madeena-plastic-pipe-mfrg-factory-llc,,,,,
dealers%2C-distributors-%26-manufacturers,Al Beed for Stamps,+971 26672555,,,,Abu Dhabi,Al Hisn,Abu Dhabi,UAE,Al Beed for Stamps,,,991,,https://uae.arablocal.com/business/view/al-beed-for-stamps,,,,,
dealers%2C-distributors-%26-manufacturers,Al Itqan Cleaning Materials Est,+971 25523537,,,,Abu Dhabi,Mussafah 11,Abu Dhabi,UAE,Al Itqan Cleaning Materials Est,,,989,,https://uae.arablocal.com/business/view/al-itqan-cleaning-materials-est,,,,,
business-b2b,Al Serb Trading Co LLC,+971 3554815,,,,Box No. 51268,Dubai Others,Dubai,UAE,"AL SERB TRADING CO LLC is located in Dubai, UAE. Company is working in Trading business activities.",,,979,,https://uae.arablocal.com/business/view/al-serb-trading-co--llc,,,,,
industrial,Al Furat Refrigeration Devices Trading Co,+971 65342622,,,,Sharjah,Industrial Area 11,Sharjah,UAE,Al Furat Refrigeration Devices Trading Co,,,1707,,https://uae.arablocal.com/business/view/al-furat-refrigeration-devices-trading-co,,,,,
business-b2b,Al Azbi Trading LLC,+971 3540235,,,,Box No. 46065,Dubai Others,Dubai,UAE,"AL AZBI TRADING LLC is located in Dubai, UAE. Company is working in Trading business activities.",,,979,,https://uae.arablocal.com/business/view/al-azbi-trading-llc,,,,,
industrial,Al Ain Mineral Water Bottling Factory Cold Stores and Ice Plant Dept,+971 37214377,,,pridepowermech@gmail.com,Al Ain,Al Ain,Abu Dhabi,UAE,Al Ain Mineral Water Bottling Factory Cold Stores and Ice Plant Dept,,,1717,,https://uae.arablocal.com/business/view/al-ain-mineral-water-bottling-factory-cold-stores-and-ice-plant-dept,,,,,
business-b2b,Al Mujahid Trading And General Contracting Establishment,+971 2413564,,,,P.O. Box: 46681,Abu Dhabi City,Abu Dhabi,UAE,"AL MUJAHID TRADING & GENERAL CONTRACTING ESTABLISHMENT is located in Abu Dhabi, UAE. Company is working in Retail Services, Packaging Solutions business activities.",,,977,,https://uae.arablocal.com/business/view/al-mujahid-trading--and-general-contracting-establishment,,,,,
business-b2b,Consulum FZ LLC,+971 43606591,,,,"Ground Floor, Loft Office 3, Dubai Media City(DMC),",Umm Suqeim,Dubai,UAE,Consulum FZ LLC,,,986,,https://uae.arablocal.com/business/view/consulum-fz-llc,,,,,
dealers%2C-distributors-%26-manufacturers,Aal Mir Antiseptic Factory Ltd,+971 65342606,,,,Sharjah,Industrial Area 11,Sharjah,UAE,Aal Mir Antiseptic Factory Ltd,,,983,,https://uae.arablocal.com/business/view/aal-mir-antiseptic-factory-ltd,,,,,
industrial,Al Dhaid Tents Tr,+971 68823892,,,,Sharjah,Al Dhaid,Sharjah,UAE,Al Dhaid Tents Tr,,,1707,,https://uae.arablocal.com/business/view/al-dhaid-tents-tr,,,,,
business-b2b,A H Trading Establishment,+971 42674216,,,,"Al Qusais, P.O. Box: 12521",Al Qusais,Dubai,UAE,"A H Trading Establishment is located in Dubai, UAE. Company is working in Small Business, General Traders business activities.",,,972,,https://uae.arablocal.com/business/view/a-h-trading-establishment,,,,,
industrial,Al Mubarak Agrochemicals Al Ain Abu Dhabi,+971 37223884,,,,Abu Dhabi,Al Ain,Abu Dhabi,UAE,Al Mubarak Agrochemicals Al Ain Abu Dhabi,,,1703,,https://uae.arablocal.com/business/view/al-mubarak-agrochemicals-al-ain-abu-dhabi,,,,,
construction,AG MELCO Elevator Co LLC Dubai,+971 42795000,,,,"1st Floor, Dubai Municipality Building, Salahuddin Road,",Deira,Dubai,UAE,AG MELCO Elevator Co LLC Dubai,,,1595,,https://uae.arablocal.com/business/view/ag-melco-elevator-co-llc-dubai,,,,,
dealers%2C-distributors-%26-manufacturers,Mona Electronics LLC.,+971 42230270,+971 502667860,,,"602, Crystal Building, Baniyas Square",Deira,Dubai,UAE,"MonaWatch is a exclusive watch store powered by Mona Electronics LLC. It was founded in 1989 with a vision of distributing high quality international branded watches to the local market in the UAE. Since our humble beginning, Mona Electronics LLC has now grown to become one of the biggest watch distribution companies in UAE with over 30 exclusive brands and over 25 years of market experience.MonaWatch is a trusted luxury watch shop in Dubai that makes it the leading choice among customers. At...",http://www.monawatch.com,,975,,https://uae.arablocal.com/business/view/mona-electronics-llc,https://www.facebook.com/monawatchae/,https://www.instagram.com/mona.watch/,,,
construction,Al Meraikhi Industrial Complex Al Meraikhi Precast,+971 26729077,,,,Abu Dhabi,Al Danah,Abu Dhabi,UAE,Al Meraikhi Industrial Complex Al Meraikhi Precast,,,1592,,https://uae.arablocal.com/business/view/al-meraikhi-industrial-complex-al-meraikhi-precast,,,,,
construction,Terrazzo Dubai Co LLC Al Quoz Dubai,+971 43386129,,,,"Al Quoz Ind. Second,",Al Quoz,Dubai,UAE,Terrazzo Dubai Co LLC Al Quoz Dubai,,,1593,,https://uae.arablocal.com/business/view/terrazzo-dubai-co-llc-al-quoz-dubai,,,,,
business-b2b,Arab General Trading Co LLC,+971 48819995,,,,P.O.Box No.17999,Abu Dhabi City,Abu Dhabi,UAE,"ARAB GENERAL TRADING CO LLC is located in Dubai, UAE. Company is working in Others business activities. If you have any questions, please contact us",,,964,,https://uae.arablocal.com/business/view/arab-general-trading-co-llc,,,,,
construction,Al Batoul Marble and Granite Trading LLC,+971 67431004,,,,Ajman,Ajman Industrial 2,Ajman,UAE,Al Batoul Marble and Granite Trading LLC,,,1589,,https://uae.arablocal.com/business/view/al-batoul-marble-and-granite-trading-llc,,,,,
dealers%2C-distributors-%26-manufacturers,Al Burairat Sweet Water,+971 72443121,,,,Ras Al Khaimah,Al Kharan,Ras Al Khaimah,UAE,Al Burairat Sweet Water,,,967,,https://uae.arablocal.com/business/view/al-burairat-sweet-water,,,,,
industrial,Al Nauras Rubber Factory LLC Jebel Ali Dubai,+971 48851815,,,,"Dubai Investment Park (DIP),",Jebel Ali,Dubai,UAE,Al Nauras Rubber Factory LLC Jebel Ali Dubai,,,1694,,https://uae.arablocal.com/business/view/al-nauras-rubber-factory-llc-jebel-ali-dubai,,,,,
industrial,SGS Gulf Limited Mussafah Abu Dhabi,+971 25557662,,,,Abu Dhabi,Musaffah 14,Abu Dhabi,UAE,SGS Gulf Limited Mussafah Abu Dhabi,,,1692,,https://uae.arablocal.com/business/view/sgs-gulf-limited-mussafah-abu-dhabi,,,,,
business-b2b,United Team For Inspection,+971 505391511,,,info.uae@unitedteamco.com,"0ffice 504, Al Saheel tower 2- Al Nahda 1",Al Nahda 1,Dubai,UAE,v Lifting Equipment Inspectionv Welder Safety Assessment Certificationsv Lifting Accessories Inspectionv Training for Cradle Operatorsv Pressure Vessels Inspectionv Training for Forklift Operatorsv Non-Destructive Testingv Training for MEWP Operatorsv Thermography Testv Training for Riggerv Portable Appliance Testv Confined Space Trainingv Pull-out Testingv Working at Heightsv Racking System Inspectionv Basic Fire Fighting Trainings v Training for Scaffolder v Basic First Aid Trainings,http://www.unitedteamco.com,,962,,https://uae.arablocal.com/business/view/united-team-for-inspection-,https://www.facebook.com/UTIdxb/,,https://ae.linkedin.com/company/united-team-for-inspection-uti,,
construction,Aashiana Contracting LLC,+971 42632535,,,,"Al Qusais,",Al Qusais,Dubai,UAE,Aashiana Contracting LLC,,,1580,,https://uae.arablocal.com/business/view/aashiana-contracting-llc,,,,,
business-b2b,Petro-Tech Trading Co LLC,+971 65260073,,,,"Hamriyah Free Zone,",Hamriyah Free Zone,Sharjah,UAE,Petro-Tech Trading Co LLC,,,962,,https://uae.arablocal.com/business/view/petro-tech-trading-co-llc,,,,,
industrial,New Al Khalidiya Aluminium and Glass Co LLC,+971 25559553,+971 505123627,,,"Ground Floor, Building# 45, Mussafah (M-37),",Musaffah,Abu Dhabi,UAE,New Al Khalidiya Aluminium and Glass Co LLC,,,1691,,https://uae.arablocal.com/business/view/new-al-khalidiya-aluminium-and-glass-co-llc,,,,,
construction,Gulf Precast Concrete Co LLC Abu Dhabi,+971 25502044,,,,Abu Dhabi,I CAD I,Abu Dhabi,UAE,Gulf Precast Concrete Co LLC Abu Dhabi,,,1568,,https://uae.arablocal.com/business/view/gulf-precast-concrete-co-llc-abu-dhabi,,,,,
dealers%2C-distributors-%26-manufacturers,Ajyad Furniture,+971 65354899,,,,Sharjah,Industrial Area 11,Sharjah,UAE,Ajyad Furniture,,,964,,https://uae.arablocal.com/business/view/ajyad-furniture,,,,,
business-b2b,Connect Telecom General Trading Llc,+971 2255402,,,,Box No. 63826,Dubai Others,Dubai,UAE,"CONNECT TELECOM GENERAL TRADING LLC is located in Dubai, UAE. Company is working in Trading business activities.",,,954,,https://uae.arablocal.com/business/view/connect-telecom-general-trading--llc,,,,,
construction,Macro Contracting LLC,+971 44472330,,,,"Floor #7, Warsan Building, #701, Sheik Zyed Road, Tecom,",Al Barsha,Dubai,UAE,Macro Contracting LLC,,,1562,,https://uae.arablocal.com/business/view/macro-contracting-llc,,,,,
business-b2b,Al Firdous General Trading LLC,+971 47447577,,,,Al Karama,Al Karama,Ajman,UAE,"AL FIRDOUS GENERAL TRADING L.L.C is located in Ajman, UAE. Company is working in Overseas Business, Import and Export Agents business activities.",,,960,,https://uae.arablocal.com/business/view/al-firdous-general-trading-llc,,,,,
business-b2b,Al Saeed General Trading,+971 42621611,,,,"Hor Al Anz,",Deira,Dubai,UAE,Al Saeed General Trading,,,1175,,https://uae.arablocal.com/business/view/al-saeed-general-trading,,,,,
dealers%2C-distributors-%26-manufacturers,Emirates Natural Drinking Water Co Fujairah,+971 92388355,,,,Fujairah,Al Bidya,Fujairah,UAE,Emirates Natural Drinking Water Co Fujairah,,,962,,https://uae.arablocal.com/business/view/emirates-natural-drinking-water-co-fujairah,,,,,
industrial,Alloy Metal Works LLC,+971 43303021,,,,"Floor # 1, Bin Haider Building, Office # 108,",Deira,Dubai,UAE,Alloy Metal Works LLC,,,1669,,https://uae.arablocal.com/business/view/alloy-metal-works-llc,,,,,
construction,Nova Way Contracting L.L.C,+971 43322284,,,,"25th, SIT Tower, 2508, Sheikh Mohammed Bin Zayed Road,",Dubai Silicon Oasis,Dubai,UAE,Nova Way Contracting L.L.C,,,1544,,https://uae.arablocal.com/business/view/nova-way-contracting-l-l-c,,,,,
dealers%2C-distributors-%26-manufacturers,Abdulla Al Hamadi Trading Est,+971 65326966,,,,Sharjah,Mughaidir Suburb,Sharjah,UAE,Abdulla Al Hamadi Trading Est,,,961,,https://uae.arablocal.com/business/view/abdulla-al-hamadi-trading-est,,,,,
construction,Anchor Allied Factory Limited,+971 65342091,,,,"Ground Floor, Industrial Area 15,",Industrial Area,Sharjah,UAE,Anchor Allied Factory Limited,,,1549,,https://uae.arablocal.com/business/view/anchor-allied-factory-limited,,,,,
industrial,ABC Chemical Exports Pvt Ltd,+971 65571266,,,,"SAIF Zone,",Saif Zone,Sharjah,UAE,ABC Chemical Exports Pvt Ltd,,,1665,,https://uae.arablocal.com/business/view/abc-chemical-exports-pvt-ltd,,,,,
dealers%2C-distributors-%26-manufacturers,Al Faleh Woven Plastic Bags Ind LLC,+971 65347995,,,,"Ground Floor, 7th Street, Industrial Area 17 ,",Industrial Area,Sharjah,UAE,Al Faleh Woven Plastic Bags Ind LLC,,,958,,https://uae.arablocal.com/business/view/al-faleh-woven-plastic-bags-ind-llc,,,,,
industrial,Sedana Trading Co LLC Sharjah,+971 65322200,,,,"Green Belt,",Industrial Area,Sharjah,UAE,Sedana Trading Co LLC Sharjah,,,1648,,https://uae.arablocal.com/business/view/sedana-trading-co-llc-sharjah,,,,,
dealers%2C-distributors-%26-manufacturers,Aati Dubai,+971 43377825,,,,"Al Karama,",Bur Dubai,Dubai,UAE,,,,1336,,https://uae.arablocal.com/business/view/aati-dubai,,,,,
industrial,Maxwell Automatic Doors Co LLC Al Ain,+971 25515774,+971 559371622,,,"Ground Floor,",Al Muwaiji,Abu Dhabi,UAE,Maxwell Automatic Doors Co LLC Al Ain,,,1657,,https://uae.arablocal.com/business/view/maxwell-automatic-doors-co-llc-al-ain,,,,,
construction,Al Ain Cement and Marble Products Co,+971 37211454,,,,Abu Dhabi,Al Wutah,Abu Dhabi,UAE,Al Ain Cement and Marble Products Co,,,1542,,https://uae.arablocal.com/business/view/al-ain-cement-and-marble-products-co,,,,,
industrial,Teka Kuchentechnik UAE LLC Al Garhoud Dubai,+971 42833047,,,,"Mezzanine Floor, Bin Khadia Building, Office # M3, Sheikh Rashid Road,",Al Garhoud,Dubai,UAE,Teka Kuchentechnik UAE LLC Al Garhoud Dubai,http://teka.com/pl-pl/,,1629,,https://uae.arablocal.com/business/view/teka-kuchentechnik-uae-llc-al-garhoud-dubai,,,,,
business-b2b,Azimuth International General Trading Fze,+971 8810889,,,,Box No. 262711,Al Karama,Dubai,UAE,"AZIMUTH INTERNATIONAL GENERAL TRADING FZE is located in Jebel Ali Free Zone, UAE. Company is working in Trading business activities. Visit our company website for more information about us : http://www.nard-int.com",http://www.babystore.ae/,,948,,https://uae.arablocal.com/business/view/azimuth-international-general-trading-fze,,,,,
dealers%2C-distributors-%26-manufacturers,Juki Middle East,+971 48833228,,,,"Shed # ZB05, 13th Roundabout,",Jebel Ali Freezone,Dubai,UAE,Juki Middle East,,,938,,https://uae.arablocal.com/business/view/juki-middle-east,,,,,
construction,Al Taameer Gen Contg Co,+971 72222988,,,,Ras Al Khaimah,Al Qurm,Ras Al Khaimah,UAE,Al Taameer Gen Contg Co,,,1532,,https://uae.arablocal.com/business/view/al-taameer-gen-contg-co,,,,,
business-b2b,1 Stop Auto Electrician,+971 72223773,,,,Area :,Ras Al Khaimah,Ras Al Khaimah,UAE,"1 Stop Auto Electrician is located in Ras Al Khaimah, UAE. Company is working in Trading, Auto Spare Parts, Components Trading, Bicycles & Spare Parts, Car Parts and Accessories business activities.",,,949,,https://uae.arablocal.com/business/view/1-stop-auto-electrician,,,,,
business-b2b,Al Fayez General Trading LLC,+971 42958571,,,,P.O Box 64336,Dubai Others,Dubai,UAE,"Al Fayez General Trading (LLC) is located in Dubai, UAE. Company is working in Others business activities. If you have any questions, please contact us",,,944,,https://uae.arablocal.com/business/view/al-fayez-general-trading-llc,,,,,
dealers%2C-distributors-%26-manufacturers,Abis Packaging Industries LLC,+971 67667296,,,,"Old Industrial,",Industrial Area,Umm Al Quwain,UAE,Abis Packaging Industries LLC,,,938,,https://uae.arablocal.com/business/view/abis-packaging-industries-llc,,,,,
construction,Al Dhaid Contracting Co,+971 65331010,,,,Sharjah,Al Dhaid,Sharjah,UAE,Al Dhaid Contracting Co,,,1532,,https://uae.arablocal.com/business/view/al-dhaid-contracting-co,,,,,
construction,MAK Heavy Equipment and Machinery Spare Parts Trading LLC,+971 65280799,+971 563419000,,,"Ground Floor, Arwani Building, Office #1, Caterpillar Road,",Industrial Area 3,Sharjah,UAE,MAK Heavy Equipment and Machinery Spare Parts Trading LLC,,,1527,,https://uae.arablocal.com/business/view/mak-heavy-equipment-and-machinery-spare-parts-trading-llc,,,,,
construction,Emirates Post Tension LLC Sharjah,+971 65754373,,,,"Office # 1903, 19th Floor, Bel Rashid Tower, Buhairah Cornich Road, Buhaira Corniche,",Corniche,Sharjah,UAE,Emirates Post Tension LLC Sharjah,,,1515,,https://uae.arablocal.com/business/view/emirates-post-tension-llc-sharjah,,,,,
industrial,Fashion Studio Llc,+971 2821515,,,,Box No. 28091,Dubai Others,Dubai,UAE,"FASHION STUDIO LLC is located in Dubai, UAE. Company is working in Beauty Products, Cosmetics, Clothing and Accessories, Gifts, Jewellery, Imitation Jewellery, Textile, Handbags & Leather Products business activities. Visit our company website for more information about us : http://www.sharafretail.com",http://www.sharafretail.com,,1612,,https://uae.arablocal.com/business/view/fashion-studio--llc,,,,,
dealers%2C-distributors-%26-manufacturers,Curtains And Blinds Dubai,+971 566009626,,,,"Street adress 43 28b Street, AlQuoz Industrial area 3, near to Element E4 Interiors, Showroom and Workshop #4",Al Quoz Industrial Area 3,Dubai,UAE,"Pick Out The Curtains And Blinds From Varieties Home Curtains Dubai, Modern Curtains Dubai, House Curtains Dubai, Sheer Curtains Dubai, Good Curtains Dubai, York Curtains Dubai, Office Curtains Dubai, Where To Buy Curtains In Dubai , Curtain Fixing Dubai, Curtains Dubai Satwa, Best Curtains In Dubai, Custom Curtains Dubai, Blackout Curtains Dubai, Curtain Installation Dubai, Curtain Shops In Dubai, Curtain Shops In Karama Dubai, Best Curtain Shop In Dubai, Curtain Stores Dubai, Curtains Dubai...",http://curtainsandblindsdubai.ae,,936,,https://uae.arablocal.com/business/view/curtains-and-blinds-dubai,,,,,
industrial,Al Masah Paper Industries LLC,+971 65386804,,,,"Ground Floor, Office # 101,",Industrial Area 12,Sharjah,UAE,Al Masah Paper Industries LLC,,,1607,,https://uae.arablocal.com/business/view/al-masah-paper-industries-llc,,,,,
dealers%2C-distributors-%26-manufacturers,BBL Enterprises LLC,+971 42718483,,,,Dubai,Dubai Maritime City,Dubai,UAE,BBL Enterprises LLC,,,933,,https://uae.arablocal.com/business/view/bbl-enterprises-llc,,,,,
business-b2b,Adzouk Advertising FZ LLC,+971 44549740,,,,"Floor # 4, Loft Office# 2, Dubai Media City(DMC),",Umm Suqeim,Dubai,UAE,Adzouk Advertising FZ LLC,,,941,,https://uae.arablocal.com/business/view/adzouk-advertising-fz-llc,,,,,
construction,Dirham Contracting LLC,+971 42975755,,,,"Floor #10, RAK Ceramic Building, Office #102, Al Khabaisi,",Deira,Dubai,UAE,Dirham Contracting LLC,,,1515,,https://uae.arablocal.com/business/view/dirham-contracting-llc,,,,,
industrial,National Heritage Tents Ajman,+971 67411224,+971 506792005,,,"New Industrial Area,",New Industrial Area,Ajman,UAE,National Heritage Tents Ajman,,,1601,,https://uae.arablocal.com/business/view/national-heritage-tents-ajman,,,,,
construction,Al Fahad Ready Mix,+971 67666984,,,,Umm Al Quwain,Emirates Modern Industrial Area,Umm Al Quwain,UAE,Al Fahad Ready Mix,,,1512,,https://uae.arablocal.com/business/view/al-fahad-ready-mix,,,,,
business-b2b,Alokozay General Trading LLC,+971 48871155,,,,Box No. 119842,Abu Dhabi City,Abu Dhabi,UAE,"We build brands that people love - and that add value to the everyday lives of millions around the world. We’re the Alokozay Group of Companies. With a glorious history that spans over a century, we’re one of the largest FMCG multinational companies in the Middle East. Headquartered in Dubai, we have a wide manufacturing and distribution network spread across the Middle East, Asia, Africa, North America and Europe. As a brand, we’re passionate about offering our customers only the best, this ...",,,936,,https://uae.arablocal.com/business/view/alokozay-general-trading-llc,,,,,
business-b2b,Iftin General Trading Fze,+971 65261002,,,,P.O. Box: 42336,Al Hamriya Free Zone,Sharjah,UAE,"IFTIN General Trading FZE is located in Sharjah, UAE. Company is working in Overseas Business, Import and Export Agents business activities.",,,928,,https://uae.arablocal.com/business/view/iftin-general-trading-fze,,,,,
dealers%2C-distributors-%26-manufacturers,Al Kamal Shampoo and Cleaning Mat Int LLC,+971 65436166,,,,Sharjah,Industrial Area 3,Sharjah,UAE,Al Kamal Shampoo and Cleaning Mat Int LLC,,,927,,https://uae.arablocal.com/business/view/al-kamal-shampoo-and-cleaning-mat-int-llc,,,,,
dealers%2C-distributors-%26-manufacturers,Ahmed and Saleem Plastic Products Industry LLC,+971 65342833,,,,Sharjah,Emirates Industrial City,Sharjah,UAE,Ahmed and Saleem Plastic Products Industry LLC,,,930,,https://uae.arablocal.com/business/view/ahmed-and-saleem-plastic-products-industry-llc,,,,,
industrial,Teeb Emirates Perfumes,+971 48806761,+971 506577164,,,"South Zone,",Jebel Ali Freezone,Dubai,UAE,Teeb Emirates Perfumes,,,1598,,https://uae.arablocal.com/business/view/teeb-emirates-perfumes,,,,,
construction,PDB International General Trading LLC,+971 43991186,,,,"Office 1401, 14th Floor, X3 Tower,",Jumeirah Lakes towers,Dubai,UAE,PDB International General Trading LLC,,,1502,,https://uae.arablocal.com/business/view/pdb-international-general-trading-llc,,,,,
business-b2b,Al Rowaad Electrical Sanitary And Ac Installations LLC,+971 2954595,,,,Box No. 5492,Dubai Others,Dubai,UAE,"AL ROWAAD ELECTRICAL , SANITARY & A/C INSTALLATIONS LLC is located in Dubai, UAE. Company is working in Professional Services, Air Conditioning, Electrical Fitting, Plumbing & Sanitary business activities.",,,923,,https://uae.arablocal.com/business/view/al-rowaad-electrical--sanitary--and-ac-installations--llc,,,,,
construction,Al Mustwa Hydraulics Machines and Pumps Trading LLC,+971 65398760,,,,Sharjah,Industrial Area 3,Sharjah,UAE,Al Mustwa Hydraulics Machines and Pumps Trading LLC,,,1502,,https://uae.arablocal.com/business/view/al-mustwa-hydraulics-machines-and-pumps-trading-llc,,,,,
industrial,Mohd Abdulla Haji Yousef Khoury and Co,+971 37642719,,,,Abu Dhabi,Al Ain,Abu Dhabi,UAE,Mohd Abdulla Haji Yousef Khoury and Co,,,1590,,https://uae.arablocal.com/business/view/mohd-abdulla-haji-yousef-khoury-and-co,,,,,
industrial,Atlas Trailers and Equipments Manufacturing Industries LLC,+971 65636809,,,,"Emirates Industrial,",Al Sajaa Industrial Suburb,Sharjah,UAE,Atlas Trailers and Equipments Manufacturing Industries LLC,,,1584,,https://uae.arablocal.com/business/view/atlas-trailers-and-equipments-manufacturing-industries-llc,,,,,
dealers%2C-distributors-%26-manufacturers,Emtex Carpet Manufacturing FZE,+971 48815662,,,,"Jebel Ali,",Jebel Ali,Dubai,UAE,Emtex Carpet Manufacturing FZE,,,920,,https://uae.arablocal.com/business/view/emtex-carpet-manufacturing-fze,,,,,
business-b2b,Weidmuller Middle East,+971 42103000,+971 504814832,,,"HQ Building - C Wing, Office # 705,",Dubai Silicon Oasis,Dubai,UAE,Weidmuller Middle East,,,1227,,https://uae.arablocal.com/business/view/weidmuller-middle-east,,,,,
business-b2b,Ajman Labour Recruitment Services,+971 67424747,,,,Sharjah,Al Rashidiya 3,Sharjah,UAE,Ajman Labour Recruitment Services,,,914,,https://uae.arablocal.com/business/view/ajman-labour-recruitment-services,,,,,
dealers%2C-distributors-%26-manufacturers,Haworth Middle East,+971 3389500,,,,Box No. 262103,Jebel Ali Freezone,Dubai,UAE,"HAWORTH MIDDLE EAST is located in Jebel Ali Free Zone, UAE. Company is working in Furniture, Metal Products, Decoration Materials & Partitions business activities. Visit our company website for more information about us : http://www.haworth.com",http://www.haworth.com,,917,,https://uae.arablocal.com/business/view/haworth-middle-east,,,,,
dealers%2C-distributors-%26-manufacturers,Al Shemail Garment Trading,+971 65398570,,,,"Behind Lacnor Juice Factory, Industrial Area 4, P.O. Box: 62196",Industrial Area 4,Sharjah,UAE,"Al Shemail Garment Trading is located in Sharjah, UAE. Company is working in Clothing and Accessories business activities.",,,916,,https://uae.arablocal.com/business/view/al-shemail-garment-trading,,,,,
industrial,Global Experience Specialist GES Exhibition Services LLC Dubai Branch,+971 48859336,,,,"Plot # 597, Street # 3,",Dubai Investment Park - 2,Dubai,UAE,Global Experience Specialist GES Exhibition Services LLC Dubai Branch,,,1560,,https://uae.arablocal.com/business/view/global-experience-specialist-ges-exhibition-services-llc-dubai-branch,,,,,
business-b2b,Al Dar General Trading Co,+971 43532519,,,,Box No. 5413,Dubai Others,Dubai,UAE,"AL DAR GENERAL TRADING CO is located in Dubai, UAE. Company is working in Trading business activities. Visit our company website for more information about us : http://www.al-dar.com",http://www.al-dar.com,,912,,https://uae.arablocal.com/business/view/al-dar-general-trading-co,,,,,
construction,Al Ahsan Technology Co LLC,+971 65331288,,,,"First Floor, Office #9, Al Wahda Street,",Industrial Area 4,Sharjah,UAE,Al Ahsan Technology Co LLC,,,1501,,https://uae.arablocal.com/business/view/al-ahsan-technology-co-llc,,,,,
dealers%2C-distributors-%26-manufacturers,Abdul Salam Oriental Carpets Trading LLC,+971 43685550,,,,"Shop # 66A, Ground Floor, Ibn Battuta Mall - Egypt Court,",Trade Center,Dubai,UAE,Abdul Salam Oriental Carpets Trading LLC,,,908,,https://uae.arablocal.com/business/view/abdul-salam-oriental-carpets-trading-llc,,,,,
industrial,Dubai Flex Pack LLC,+971 48853411,,,,Dubai,Dubai Investment Park - 1,Dubai,UAE,Dubai Flex Pack LLC,,,1558,,https://uae.arablocal.com/business/view/dubai-flex-pack-llc,,,,,
business-b2b,Arabian Resources Trading Establishment,+971 25559393,,,,"M 9, Mussafah, P.O. Box: 34128",Sharjah Others,Sharjah,UAE,"Arabian Resources Trading Establishment is located in Abu Dhabi, UAE. Company is working in Small Business, General Traders, Oil & Natural Gas business activities.",,,903,,https://uae.arablocal.com/business/view/arabian-resources-trading-establishment,,,,,
construction,Al Firas General Contracting And Maint Establishment,+971 26669600,,,,"M Floor, Snow White Laundry building, Al Khalidiya St, P.O. Box: 4490",Al Khalidiya,Abu Dhabi,UAE,"Al Firas General Contg and Maint Establishment is located in Abu Dhabi, UAE. Company is working in Building Maintenance, Contractors business activities.",,,1496,,https://uae.arablocal.com/business/view/al-firas-general-contracting-and-maint-establishment,,,,,
