Name,Phone_1,Phone_2,Phone_3,Email,Location,Area,Governorate,Country,About,Website,Views,Fax,URL,Facebook,Instagram,LinkedIn,Twitter,YouTube
Bin Karam Furniture,+971 7546400,,,,15889,Dubai Others,Dubai,UAE,"BIN KARAM FURNITURE is located in Al Ain, UAE. Company is working in Trading, Curtains & Upholstery Fabrics, Furniture, Metal Products, Home and Garden, Decoration Materials & Partitions business activities.",,1446,,https://uae.arablocal.com/business/view/bin-karam-furniture,,,,,
Al Waha Plastic Factory LLC,+971 67438864,,,,Ajman,Ajman Industrial 2,Ajman,UAE,Al Waha Plastic Factory LLC,,1446,,https://uae.arablocal.com/business/view/al-waha-plastic-factory-llc,,,,,
Al Shahrani Cleaning Equipment Trading,+971 42672100,,,,Dubai,Al Qusais Industrial Area 1,Dubai,UAE,Al Shahrani Cleaning Equipment Trading,,1438,,https://uae.arablocal.com/business/view/al-shahrani-cleaning-equipment-trading,,,,,
Polymet Industries LLC,+971 72660396,,,,"W/H # 2&3, Shed No 24, ,Ras Al Khaimah Free Trade Zone,",RAK Free Trade Zone,Ras Al Khaimah,UAE,Polymet Industries LLC,,1435,,https://uae.arablocal.com/business/view/polymet-industries-llc,,,,,
Dolphin Radiators and Cooling Systems Ltd Abu Dhabi,+971 25553417,,,,"Mussafah Ind 17,",Mussafah 45,Abu Dhabi,UAE,Dolphin Radiators and Cooling Systems Ltd Abu Dhabi,,1427,,https://uae.arablocal.com/business/view/dolphin-radiators-and-cooling-systems-ltd-abu-dhabi,,,,,
MTK and Sons,+971 43476999,,,,"Al Quoz,",Al Quoz,Dubai,UAE,MTK and Sons,,1432,,https://uae.arablocal.com/business/view/mtk-and-sons,,,,,
Al Doha Metal Trading LLC,+971 65319394,,,,Sharjah,Industrial Area 8,Sharjah,UAE,Al Doha Metal Trading LLC,,1424,,https://uae.arablocal.com/business/view/al-doha-metal-trading-llc,,,,,
Emirates Calcium Carbonate Factory LLC,+971 67436604,,,,"Ground Floor, Office # 102,",New Industrial Area,Ajman,UAE,Emirates Calcium Carbonate Factory LLC,,1421,,https://uae.arablocal.com/business/view/emirates-calcium-carbonate-factory-llc,,,,,
Styropack For Plastic Factory LLC,+971 65344504,,,,"Office #1, Ground Floor Street # 28,",Industrial Area,Sharjah,UAE,Styropack For Plastic Factory LLC,,1407,,https://uae.arablocal.com/business/view/styropack-for-plastic-factory-llc,,,,,
Aal Abdul Rahaman Scrap Est,+971 37214676,,,,Abu Dhabi,Al Ain,Abu Dhabi,UAE,Aal Abdul Rahaman Scrap Est,,1405,,https://uae.arablocal.com/business/view/aal-abdul-rahaman-scrap-est,,,,,
A S C O Steel Constructions Contracting LLC,+971 44229890,,,,"Dubai Industrial Park,",Dubai Industrial Park,Dubai,UAE,A S C O Steel Constructions Contracting LLC,,1404,,https://uae.arablocal.com/business/view/a-s-c-o-steel-constructions-contracting-llc,,,,,
Interwell Middle East FZE,+971 48894911,,,,"1st Floor, Techno Park, Office 135,",Jebel Ali Freezone,Dubai,UAE,Interwell Middle East FZE,,1414,,https://uae.arablocal.com/business/view/interwell-middle-east-fze,,,,,
Emirates Rubber Products Factory,+971 48865517,,,,"Dubai Investments Park 2,",Dubai Investment Park - 2,Dubai,UAE,Emirates Rubber Products Factory,,1379,,https://uae.arablocal.com/business/view/emirates-rubber-products-factory,,,,,
Aboura Metals FZCO,+971 46091883,,,,"5, 5EA, 521,",Dubai Airport Free Zone,Dubai,UAE,Aboura Metals FZCO,,1399,,https://uae.arablocal.com/business/view/aboura-metals-fzco,,,,,
Dresser International Inc,+971 48139200,,,,"JA-1 & JA-2, Blue Sheds, ,Jebel Ali Free Zone,",Jebel Ali Freezone,Dubai,UAE,Dresser International Inc,,1380,,https://uae.arablocal.com/business/view/dresser-international-inc,,,,,
Al Bassam Water Tanks Trading LLC,+971 65352569,,,,Sharjah,Industrial Area 18,Sharjah,UAE,Al Bassam Water Tanks Trading LLC,,1382,,https://uae.arablocal.com/business/view/al-bassam-water-tanks-trading-llc,,,,,
Euro Gulf Steel Industries LLC,+971 43389715,,,,"Plot 59, ,Al Quoz Industrial Area,",Al Quoz Industrial Area 2,Dubai,UAE,Euro Gulf Steel Industries LLC,,1370,,https://uae.arablocal.com/business/view/euro-gulf-steel-industries-llc,,,,,
Swaidan Trading Co LLC Al Ain Abu Dhabi,+971 37211792,,,,Abu Dhabi,Al Ain,Abu Dhabi,UAE,Swaidan Trading Co LLC Al Ain Abu Dhabi,,1362,,https://uae.arablocal.com/business/view/swaidan-trading-co-llc-al-ain-abu-dhabi,,,,,
Alpha Pallets FZC,+971 65578295,,,,"Building #Q4 13&P2; 07, Saif Zone Street,",Saif Zone,Sharjah,UAE,Alpha Pallets FZC,,1356,,https://uae.arablocal.com/business/view/alpha-pallets-fzc,,,,,
Apex Trading Co LLC Abu Dhabi,+971 25555000,,,,"Corniche Road, Mussafah (M-14),",Musaffah,Abu Dhabi,UAE,Apex Trading Co LLC Abu Dhabi,,1361,,https://uae.arablocal.com/business/view/apex-trading-co-llc-abu-dhabi,,,,,
A and B Trading LLC Bur Dubai Dubai,+971 43535926,,,,"Old Textile Market,",Bur Dubai,Dubai,UAE,A and B Trading LLC Bur Dubai Dubai,,1358,,https://uae.arablocal.com/business/view/a-and-b-trading-llc-bur-dubai-dubai,,,,,
Al Hudhud Ready Made Garments Trading Co LLC,+971 42734661,,,,Box No. 181083,Dubai Others,Dubai,UAE,"AL HUDHUD READY MADE GARMENTS TRADING CO. LLC is located in Dubai, UAE. Company is working in Advertising, Newspaper Publishers, Online Content, News, Beauty Products, Cosmetics, Clothing and Accessories, Textile business activities.",,1354,,https://uae.arablocal.com/business/view/al-hudhud-ready-made-garments-trading-co--llc,,,,,
Four Aces General Trading LLC,+971 42515979,+971 564843269,,,"Umm Ramool,",Al Rashidiya,Dubai,UAE,Four Aces General Trading LLC,,1342,,https://uae.arablocal.com/business/view/four-aces-general-trading-llc,,,,,
Al Marwa Fibre Glass Factory LLC,+971 65310411,,,,"Emirates Indstrial City, Road E611,",Saja'a Industrial,Sharjah,UAE,Al Marwa Fibre Glass Factory LLC,,1329,,https://uae.arablocal.com/business/view/al-marwa-fibre-glass-factory-llc,,,,,
Al Fayha Aluminium Factory,+971 42851113,,,,Dubai,Umm Ramool,Dubai,UAE,Al Fayha Aluminium Factory,,1334,,https://uae.arablocal.com/business/view/al-fayha-aluminium-factory,,,,,
Abdul Shukur Aluminium and Glass Works,+971 25635647,,,,"Shahama,",Shahama,Abu Dhabi,UAE,Abdul Shukur Aluminium and Glass Works,,1341,,https://uae.arablocal.com/business/view/abdul-shukur-aluminium-and-glass-works,,,,,
Deepa Trading Co LLC,+971 43534835,,,,Dubai,Al Souk Al Kabeer,Dubai,UAE,Deepa Trading Co LLC,,1342,,https://uae.arablocal.com/business/view/deepa-trading-co-llc,,,,,
Advanced and Development Chemicals,+971 26217706,,,,Abu Dhabi,Al Muroor,Abu Dhabi,UAE,Advanced and Development Chemicals,,1319,,https://uae.arablocal.com/business/view/advanced-and-development-chemicals,,,,,
Granada Fibreglass Factory,+971 25510282,,,,"Mussafah,",Musaffah,Abu Dhabi,UAE,Granada Fibreglass Factory,,1321,,https://uae.arablocal.com/business/view/granada-fibreglass-factory,,,,,
Al Jumeirah Metal Smelter LLC,+971 67436908,,,,Ajman,Ajman Industrial 2,Ajman,UAE,Al Jumeirah Metal Smelter LLC,,1317,,https://uae.arablocal.com/business/view/al-jumeirah-metal-smelter-llc,,,,,
N.S. General Trading LLC,+971 43595832,,,,"Al Souq Al Kabeer,",Bur Dubai,Dubai,UAE,N.S. General Trading LLC,,1303,,https://uae.arablocal.com/business/view/n-s-general-trading-llc,,,,,
Emirates National Copper Factory LLC,+971 25556680,,,,"Factory No 7,",I CAD 2,Abu Dhabi,UAE,Emirates National Copper Factory LLC,,1305,,https://uae.arablocal.com/business/view/emirates-national-copper-factory-llc,,,,,
Dow Ucar Emulsion Systems FZE,+971 48074200,,,,Dubai,Jebel Ali Freezone,Dubai,UAE,Dow Ucar Emulsion Systems FZE,,1305,,https://uae.arablocal.com/business/view/dow-ucar-emulsion-systems-fze,,,,,
Build Up Exhibition Fixtures L.L.C,+971 43387700,,,,"Warehouse 13, Al manrar street,",Al Quoz Industrial Area 1,Dubai,UAE,Build Up Exhibition Fixtures L.L.C,,1306,,https://uae.arablocal.com/business/view/build-up-exhibition-fixtures-l-l-c,,,,,
Dawn Foods International,,,,,Po Box 61353 Free Zone,Jebel Ali Freezone,Dubai,UAE,"DAWN FOODS INTERNATIONAL is located in Dubai, UAE. Company is working in Industrial Equipment business activities.",,1293,,https://uae.arablocal.com/business/view/dawn-foods-international,,,,,
Industrial Chemicals and Resins Co LLC,+971 48801516,,,,Dubai,Jebel Ali Industrial Area,Dubai,UAE,Industrial Chemicals and Resins Co LLC,,1293,,https://uae.arablocal.com/business/view/industrial-chemicals-and-resins-co-llc,,,,,
Al Nawras Al Abyad Interior Design Accessories Factory,+971 65345671,,,,Sharjah,Industrial Area 10,Sharjah,UAE,Al Nawras Al Abyad Interior Design Accessories Factory,,1289,,https://uae.arablocal.com/business/view/al-nawras-al-abyad-interior-design-accessories-factory,,,,,
Al Bashara Steel Product Trading,+971 65441344,,,,"Malik Ismail Mohammed building, Plot 35, Street # 47, Industrial Area 13,",Industrial Area,Sharjah,UAE,Al Bashara Steel Product Trading,,1288,,https://uae.arablocal.com/business/view/al-bashara-steel-product-trading,,,,,
Al Amana Fibreglass Factory LLC,+971 65310116,+971 506461969,,,"Obaid Yard,",Saja'a Industrial,Sharjah,UAE,Al Amana Fibreglass Factory LLC,,1282,,https://uae.arablocal.com/business/view/al-amana-fibreglass-factory-llc,,,,,
AA Juma Plastic Pipes and Fittings Ind Co LLC,+971 42852864,,,,"Umm Ramool,",Al Rashidiya,Dubai,UAE,AA Juma Plastic Pipes and Fittings Ind Co LLC,,1280,,https://uae.arablocal.com/business/view/aa-juma-plastic-pipes-and-fittings-ind-co-llc,,,,,
Al Hadef Technical Services LLC,+971 42668620,,,,"First Floor, Horl Al Anz Plaza, Office # 160, Hor Al Anz,",Deira,Dubai,UAE,Al Hadef Technical Services LLC,,1279,,https://uae.arablocal.com/business/view/al-hadef-technical-services-llc,,,,,
Abu Ali Glass Workshop,+971 26343390,,,,Abu Dhabi,Al Danah,Abu Dhabi,UAE,Abu Ali Glass Workshop,,1274,,https://uae.arablocal.com/business/view/abu-ali-glass-workshop,,,,,
Hammad Stainless Steel and Brass Decoration,+971 25541610,,,,Abu Dhabi,Mussafah 11,Abu Dhabi,UAE,Hammad Stainless Steel and Brass Decoration,,1273,,https://uae.arablocal.com/business/view/hammad-stainless-steel-and-brass-decoration,,,,,
Al Seqour Al Arbaa Trading LLC,+971 65332878,,,,Sharjah,Industrial Area 4,Sharjah,UAE,Al Seqour Al Arbaa Trading LLC,,1272,,https://uae.arablocal.com/business/view/al-seqour-al-arbaa-trading-llc,,,,,
Canadian Cartons Industry LLC,+971 72589282,,,,"Al Ghayl Industrial Park,",Al Ghayl,Ras Al Khaimah,UAE,Canadian Cartons Industry LLC,,1271,,https://uae.arablocal.com/business/view/canadian-cartons-industry-llc,,,,,
Ahmed Abu Ghazaleh and Sons Co Ltd,+971 65432435,,,,Sharjah,Industrial Area 5,Sharjah,UAE,Ahmed Abu Ghazaleh and Sons Co Ltd,,1270,,https://uae.arablocal.com/business/view/ahmed-abu-ghazaleh-and-sons-co-ltd,,,,,
Istanbul Aluminium Steel and Scrap Trading Co LLC,+971 65342067,,,,Sharjah,Industrial Area 10,Sharjah,UAE,Istanbul Aluminium Steel and Scrap Trading Co LLC,,1268,,https://uae.arablocal.com/business/view/istanbul-aluminium-steel-and-scrap-trading-co-llc,,,,,
Acacia Trading Co LLC,+971 25552098,,,,Abu Dhabi,Mussafah 11,Abu Dhabi,UAE,Acacia Trading Co LLC,,1267,,https://uae.arablocal.com/business/view/acacia-trading-co-llc,,,,,
Union Iron and Steel Company LLC,+971 25822922,+971 506176826,,,Abu Dhabi,Jarn Yafour,Abu Dhabi,UAE,Union Iron and Steel Company LLC,,1265,,https://uae.arablocal.com/business/view/union-iron-and-steel-company-llc,,,,,
Abdul Rahman Abdulla Mohd Al Jallaf,+971 42821118,,,,"Al Garhoud,",Al Garhoud,Dubai,UAE,Abdul Rahman Abdulla Mohd Al Jallaf,,1262,,https://uae.arablocal.com/business/view/abdul-rahman-abdulla-mohd-al-jallaf,,,,,
DSS Steel FZE Dubai Branch,+971 43332637,,,,"Dubai Investment Park (DIP),",Jebel Ali,Dubai,UAE,DSS Steel FZE Dubai Branch,,1261,,https://uae.arablocal.com/business/view/dss-steel-fze-dubai-branch,,,,,
Guru Kripa Enterprises LLC,+971 43535136,,,,Dubai,Al Souk Al Kabeer,Dubai,UAE,Guru Kripa Enterprises LLC,,1260,,https://uae.arablocal.com/business/view/guru-kripa-enterprises-llc,,,,,
Abdul Aziz Abdul Rahman Saifaei Co,+971 43533608,,,,"Old Textile Market,",Bur Dubai,Dubai,UAE,Abdul Aziz Abdul Rahman Saifaei Co,,1260,,https://uae.arablocal.com/business/view/abdul-aziz-abdul-rahman-saifaei-co,,,,,
Halwan Trailers Manufacturing,+971 43332477,,,,"Shed # DM-13, 613-17A Street,",Ras Al Khor,Dubai,UAE,Halwan Trailers Manufacturing,,1258,,https://uae.arablocal.com/business/view/halwan-trailers-manufacturing,,,,,
Naser Mohsin Auto Spare Parts LLC M 9 Abu Dhabi,+971 25551333,,,,"Ground Floor, Naser Mohsin Building, Plot # 56, 15th Street, Mussafah (M-9),",Musaffah,Abu Dhabi,UAE,Naser Mohsin Auto Spare Parts LLC M 9 Abu Dhabi,,1253,,https://uae.arablocal.com/business/view/naser-mohsin-auto-spare-parts-llc-m-9-abu-dhabi,,,,,
GK Wire Industries LLC,+971 72447970,,,,Ras Al Khaimah,Al Jazirah Al Hamra,Ras Al Khaimah,UAE,GK Wire Industries LLC,,1249,,https://uae.arablocal.com/business/view/gk-wire-industries-llc,,,,,
Al Ghawi Fibreglass LLC,+971 67647260,+971 501762010,,,"Industrial Area,",Industrial Area,Umm Al Quwain,UAE,Al Ghawi Fibreglass LLC,,1252,,https://uae.arablocal.com/business/view/al-ghawi-fibreglass-llc,,,,,
Oasis Chemical Materials Trading Co LLC,+971 65590953,,,,"Ground Floor, Zahrat Al Majaz Building, Al Khan Street,",Al Majaz District,Sharjah,UAE,Oasis Chemical Materials Trading Co LLC,,1248,,https://uae.arablocal.com/business/view/oasis-chemical-materials-trading-co-llc,,,,,
Mahindra Middle East Electrical Steel Service Centre FZE,+971 65573435,,,,"SAIF Zone,",Saif Zone,Sharjah,UAE,Mahindra Middle East Electrical Steel Service Centre FZE,,1248,,https://uae.arablocal.com/business/view/mahindra-middle-east-electrical-steel-service-centre-fze,,,,,
Abu Dhabi Refreshment Co Ltd,+971 24447234,,,,Abu Dhabi,Embassies District,Abu Dhabi,UAE,Abu Dhabi Refreshment Co Ltd,,1244,,https://uae.arablocal.com/business/view/abu-dhabi-refreshment-co-ltd,,,,,
Abu Dhabi Pipe Factory LLC Abu Dhabi,+971 25821600,,,,Abu Dhabi,Jarn Yafour,Abu Dhabi,UAE,Abu Dhabi Pipe Factory LLC Abu Dhabi,,1243,,https://uae.arablocal.com/business/view/abu-dhabi-pipe-factory-llc-abu-dhabi,,,,,
Haroon Company Sharjah,+971 65330400,,,,"Ground Floor, Sanitart Complex, Dajla Street, Industrial Area 4,",Industrial Area,Sharjah,UAE,Haroon Company Sharjah,,1242,,https://uae.arablocal.com/business/view/haroon-company-sharjah,,,,,
Gulf Sail Galvanizing Factory,+971 25500540,,,,Abu Dhabi,I CAD I,Abu Dhabi,UAE,Gulf Sail Galvanizing Factory,,1242,,https://uae.arablocal.com/business/view/gulf-sail-galvanizing-factory,,,,,
Al Shirawi Equipment Co LLC,+971 43472606,,,,Dubai,Al Quoz Industrial Area 3,Dubai,UAE,Al Shirawi Equipment Co LLC,,1241,,https://uae.arablocal.com/business/view/al-shirawi-equipment-co-llc,,,,,
Al Majd Insulation Materials Co LLC,+971 26398666,,,,"Floor # 15, Building # C34, Office # 1505, Khalifa Bin Zayed The First Street,",Al Danah,Abu Dhabi,UAE,Al Majd Insulation Materials Co LLC,,1240,,https://uae.arablocal.com/business/view/al-majd-insulation-materials-co-llc,,,,,
Sawhney Foodstuff Trading Co LLC,+971 42247704,,,,"Ground Floor, Bahiyor Furniture Building, Al Mussalla Street, Naif,",Deira,Dubai,UAE,Sawhney Foodstuff Trading Co LLC,,1237,,https://uae.arablocal.com/business/view/sawhney-foodstuff-trading-co-llc,,,,,
Al Omran Trading Est,+971 65624860,,,,Sharjah,Industrial Area 1,Sharjah,UAE,Al Omran Trading Est,,1233,,https://uae.arablocal.com/business/view/al-omran-trading-est,,,,,
Aquatech Eastern FZE,+971 65574595,,,,"SAIF Zone,",Saif Zone,Sharjah,UAE,Aquatech Eastern FZE,,1232,,https://uae.arablocal.com/business/view/aquatech-eastern-fze,,,,,
Al Sousi Trading Est Sharjah,+971 65626923,,,,Sharjah,Al Ghuwair,Sharjah,UAE,Al Sousi Trading Est Sharjah,,1228,,https://uae.arablocal.com/business/view/al-sousi-trading-est-sharjah,,,,,
AASA Middle East Contraction Co LLC,+971 42669045,,,,"Al Muraqqabat,",Deira,Dubai,UAE,AASA Middle East Contraction Co LLC,,1228,,https://uae.arablocal.com/business/view/aasa-middle-east-contraction-co-llc-1,,,,,
Union Beverages Factory Dubai,+971 48802828,,,,Dubai,Jebel Ali Industrial Area,Dubai,UAE,Union Beverages Factory Dubai,,1222,,https://uae.arablocal.com/business/view/union-beverages-factory-dubai,,,,,
Al Muraqib Fibreglass Product,+971 65691118,,,,Sharjah,Al Jubail,Sharjah,UAE,Al Muraqib Fibreglass Product,,1221,,https://uae.arablocal.com/business/view/al-muraqib-fibreglass-product,,,,,
Al Shams Al Mushriqah Metal Trading,+971 65637855,,,,Sharjah,Al Qulayaah,Sharjah,UAE,Al Shams Al Mushriqah Metal Trading,,1219,,https://uae.arablocal.com/business/view/al-shams-al-mushriqah-metal-trading,,,,,
Bab Al Yaman Key Locks and Tools Trading Est,+971 37211907,,,,Abu Dhabi,Al Ain,Abu Dhabi,UAE,Bab Al Yaman Key Locks and Tools Trading Est,,1220,,https://uae.arablocal.com/business/view/bab-al-yaman-key-locks-and-tools-trading-est,,,,,
Engineering Building Materials Co WLL Dubai,+971 42859808,,,,"Al Ramoul St, Al Rashidiya,",Al Garhoud,Dubai,UAE,Engineering Building Materials Co WLL Dubai,,1212,,https://uae.arablocal.com/business/view/engineering-building-materials-co-wll-dubai,,,,,
Ocean Rubber Factory LLC Sharjah,+971 65344110,,,,"Ground Floor, Building# 159,",Industrial Area 15,Sharjah,UAE,Ocean Rubber Factory LLC Sharjah,,1217,,https://uae.arablocal.com/business/view/ocean-rubber-factory-llc-sharjah,,,,,
Asla Trading LLC,+971 3455514,+971 2944244,,,Box No. 22700,Jebel Ali,Dubai,UAE,"ASLA TRADING LLC is located in Dubai, UAE. Company is working in Advertising, Newspaper Publishers, Trading, Blankets, Towels, Linens Trading, Online Content, News, Beauty Products, Cosmetics, Clothing and Accessories, Shoes, Jewellery, Imitation Jewellery, Textile, Handbags & Leather Products business activities.",,1204,,https://uae.arablocal.com/business/view/asla-trading-llc,,,,,
Akka Metallic Industries Co LLC,+971 65439072,,,,"Industrial Area 3,",Industrial Area 3,Sharjah,UAE,Akka Metallic Industries Co LLC,,1203,,https://uae.arablocal.com/business/view/akka-metallic-industries-co-llc,,,,,
Axis Global FZE,+971 65264195,,,,"LOB # 1, OFFICE# F35,",Hamriyah Free Zone,Sharjah,UAE,Axis Global FZE,,1204,,https://uae.arablocal.com/business/view/axis-global-fze,,,,,
Al Taleb Aluminium and Glass Factory,+971 72288902,,,,"Shed Al Mumtaser, Al Muntaser Old Town,",Al Qurm,Ras Al Khaimah,UAE,Al Taleb Aluminium and Glass Factory,,1202,,https://uae.arablocal.com/business/view/al-taleb-aluminium-and-glass-factory,,,,,
Arabian Jerusalem Co LLC Sharjah,+971 65341800,,,,"Industrial Area,",Industrial Area,Sharjah,UAE,Arabian Jerusalem Co LLC Sharjah,,1201,,https://uae.arablocal.com/business/view/arabian-jerusalem-co-llc-sharjah,,,,,
National Inspection and Technical Testing Co LTD - Member of TUV NORD Group,+971 42585671,,,,"Al Qusais Ind Area,",Al Qusais,Dubai,UAE,National Inspection and Technical Testing Co LTD - Member of TUV NORD Group,,1195,,https://uae.arablocal.com/business/view/national-inspection-and-technical-testing-co-ltd-member-of-tuv-nord-group,,,,,
Damas Consulting Engineers LLC,+971 26328554,,,,"invest bank building, office 303, Istiklal Street,",Al Danah,Abu Dhabi,UAE,Damas Consulting Engineers LLC,,1197,,https://uae.arablocal.com/business/view/damas-consulting-engineers-llc,,,,,
Al Shate Al Dahabi Textile Co LLC,+971 43531490,,,,Dubai,Bur Dubai,Dubai,UAE,Al Shate Al Dahabi Textile Co LLC,,1194,,https://uae.arablocal.com/business/view/al-shate-al-dahabi-textile-co-llc,,,,,
Al Bayan Kitchen Equipment LLC Dubai,+971 42666980,,,,"Ground Floor, Al Ghandi Building, Salahuddin street,",Deira,Dubai,UAE,Al Bayan Kitchen Equipment LLC Dubai,,1193,,https://uae.arablocal.com/business/view/al-bayan-kitchen-equipment-llc-dubai,,,,,
Al Rukun Al Meamary Engineering Consultants,+971 65730032,,,,"806, Mashreqbank building, Immigration Road, P.O. Box: 3255",Sharjah Others,Sharjah,UAE,"Al Rukun Al Meamary Engineering Consultants is located in Sharjah, UAE. Company is working in Engineering business activities.",,1191,,https://uae.arablocal.com/business/view/al-rukun-al-meamary-engineering-consultants,,,,,
Al Khaleej Tents Dubai,+971 42945000,+971 506440277,,,Dubai,Al Khabaisi Park,Dubai,UAE,Al Khaleej Tents Dubai,,1190,,https://uae.arablocal.com/business/view/al-khaleej-tents-dubai,,,,,
Business Management Of Sheikh Hamad Bin Hamdan Alnahyan,+971 508666154,,,,P.O. Box: 780,Al Bu Daniq,Sharjah,UAE,"Business Management of Sheikh Hamad Bin Hamdan Al-Nahyan is located in Abu Dhabi, UAE. Company is working in Hardware Stores business activities.",,1193,,https://uae.arablocal.com/business/view/business-management-of-sheikh-hamad-bin-hamdan-alnahyan,,,,,
Abu Dhabi Sewerage Service Co Al Ain Abu Dhabi,+971 37806127,,,,Abu Dhabi,Al Ain,Abu Dhabi,UAE,Abu Dhabi Sewerage Service Co Al Ain Abu Dhabi,,1190,,https://uae.arablocal.com/business/view/abu-dhabi-sewerage-service-co-al-ain-abu-dhabi,,,,,
Cape East Ltd LLC Dubai,+971 42728092,,,,Dubai,Al Baraha,Dubai,UAE,Cape East Ltd LLC Dubai,,1189,,https://uae.arablocal.com/business/view/cape-east-ltd-llc-dubai,,,,,
Hit-Ace Multi-Fab Industries LLC,+971 72589377,,,,"Al Ghayl,",Al Ghayl,Ras Al Khaimah,UAE,Hit-Ace Multi-Fab Industries LLC,,1185,,https://uae.arablocal.com/business/view/hit-ace-multi-fab-industries-llc,,,,,
Lamis Metal Works Industry LLC,+971 67481649,,,,"Ground Floor,",New Industrial Area,Ajman,UAE,Lamis Metal Works Industry LLC,,1186,,https://uae.arablocal.com/business/view/lamis-metal-works-industry-llc,,,,,
Al Salam Carton Industry LLC,+971 67431569,,,,"New Industrial Area,",New Industrial Area,Ajman,UAE,Al Salam Carton Industry LLC,,1184,,https://uae.arablocal.com/business/view/al-salam-carton-industry-llc,,,,,
Abdul Rasool Fazal Trading,+971 42690090,,,,"Warehouse# 4, Al Khabaisi,",Deira,Dubai,UAE,Abdul Rasool Fazal Trading,,1183,,https://uae.arablocal.com/business/view/abdul-rasool-fazal-trading,,,,,
Dynair Gulf FZCO,+971 48861611,,,,Dubai,Jumeirah Lakes towers,Dubai,UAE,Dynair Gulf FZCO,,1168,,https://uae.arablocal.com/business/view/dynair-gulf-fzco,,,,,
Ezee Technical Services LLC,+971 45646785,,,,"Ground Floor, France Cluster - P 10, Shop # S-03,",International City,Dubai,UAE,Ezee Technical Services LLC,,1172,,https://uae.arablocal.com/business/view/ezee-technical-services-llc,,,,,
Abdul Khader Scrap Trading,+971 67646682,,,,Umm Al Quwain,Industrial Area,Umm Al Quwain,UAE,Abdul Khader Scrap Trading,,1168,,https://uae.arablocal.com/business/view/abdul-khader-scrap-trading,,,,,
Abdul Aziz and Saad Al Moajil Co,+971 48871661,,,,Dubai,Jebel Ali Freezone,Dubai,UAE,Abdul Aziz and Saad Al Moajil Co,,1168,,https://uae.arablocal.com/business/view/abdul-aziz-and-saad-al-moajil-co,,,,,
ADWA Dubai Contracting LLC,+971 65342463,+971 507555160,,,"ADWA Dubai, Street # 06, Industrial Area 13,",Industrial Area,Sharjah,UAE,ADWA Dubai Contracting LLC,,1164,,https://uae.arablocal.com/business/view/adwa-dubai-contracting-llc,,,,,
Al Ahlia Kitchen Equipment Trading,+971 28870206,+971 552616400,,,"Ground Floor, Building No # 188, Navy Gate Area,",Al Falah,Abu Dhabi,UAE,Al Ahlia Kitchen Equipment Trading,,1161,,https://uae.arablocal.com/business/view/al-ahlia-kitchen-equipment-trading,,,,,
Al Musbah Aluminium Trading Co LLC Al Ain Abu Dhabi,+971 37211266,,,,Abu Dhabi,Al Ain,Abu Dhabi,UAE,Al Musbah Aluminium Trading Co LLC Al Ain Abu Dhabi,,1160,,https://uae.arablocal.com/business/view/al-musbah-aluminium-trading-co-llc-al-ain-abu-dhabi,,,,,
Al Kubaisi Fibreglass Factory,+971 67671900,,,,Umm Al Quwain,Industrial Area,Umm Al Quwain,UAE,Al Kubaisi Fibreglass Factory,,1159,,https://uae.arablocal.com/business/view/al-kubaisi-fibreglass-factory,,,,,
Samir Odeh and Sons FAG Middle East FZE,+971 48816042,,,,"Jebel Ali,",Jebel Ali,Dubai,UAE,Samir Odeh and Sons FAG Middle East FZE,,1158,,https://uae.arablocal.com/business/view/samir-odeh-and-sons-fag-middle-east-fze,,,,,
Aura Valves Manufacturing LLC,+971 48811839,,,,"Warehouse # 5,",Dubai Investment Park - 2,Dubai,UAE,Aura Valves Manufacturing LLC,,1158,,https://uae.arablocal.com/business/view/aura-valves-manufacturing-llc,,,,,
Al Arqoub Tents and Heritage Houses Est,+971 68825404,,,,"Dhaid,",Dhaid,Sharjah,UAE,Al Arqoub Tents and Heritage Houses Est,,1156,,https://uae.arablocal.com/business/view/al-arqoub-tents-and-heritage-houses-est,,,,,
Quality Equipment Rental LLC Jebel Ali Free Zone Dubai,+971 42806663,+971 800737,,,"Building # 24, Street # S800, South Zone,",Jebel Ali Freezone,Dubai,UAE,Quality Equipment Rental LLC Jebel Ali Free Zone Dubai,,1154,,https://uae.arablocal.com/business/view/quality-equipment-rental-llc-jebel-ali-free-zone-dubai,,,,,
Musandum International General Trading LLC Sharjah,+971 26676630,,,,"5th Floor, Al Majaz Pearl Building, Office # 501, Jamal Abdul Naser Street, Al Majaz 2,",Al Majaz District,Sharjah,UAE,Musandum International General Trading LLC Sharjah,,1152,,https://uae.arablocal.com/business/view/musandum-international-general-trading-llc-sharjah,,,,,
Aragon Calibrations,+971 42682712,+971 506327159,,,"Umm Ramool,",Al Rashidiya,Dubai,UAE,Aragon Calibrations,,1151,,https://uae.arablocal.com/business/view/aragon-calibrations,,,,,
Al Musbah Aluminium Trading Co LLC Ajman,+971 67434555,,,,"Ground Floor,",New Industrial Area,Ajman,UAE,Al Musbah Aluminium Trading Co LLC Ajman,,1147,,https://uae.arablocal.com/business/view/al-musbah-aluminium-trading-co-llc-ajman,,,,,
