Name,Phone_1,Phone_2,Phone_3,Email,Location,Area,Governorate,Country,About,Website,Views,Fax,URL,Facebook,Instagram,LinkedIn,Twitter,YouTube
Al Faiz Trading Company LLC,,,,,Po Box 19878,Dubai Others,Dubai,UAE,"AL FAIZ TRADING COMPANY L.L.C. is located in Dubai, UAE. Company is working in General Office Services, General Business, Trading, Basic Steel Products, Film, Television and Video, Electrical Goods, Jewellery, Watches and Clocks business activities.",,834,,https://uae.arablocal.com/business/view/al-faiz-trading-company-llc,,,,,
Frost General Trading Llc,+971 2231320,,,,Box No. 39024,Dubai Others,Dubai,UAE,"FROST GENERAL TRADING LLC is located in Dubai, UAE. Company is working in Trading business activities. If you have any questions, please contact us",,844,,https://uae.arablocal.com/business/view/frost-general-trading--llc,,,,,
Abdullah Ahmed Al Moosa And Associates Arenco,+971 65745678,,,,P.O Box 21053,Dubai Others,Dubai,UAE,"Abdullah Ahmed Al Moosa & Associates (ARENCO) is located in Dubai, UAE. Company is working in Others business activities. If you have any questions, please contact us",,828,,https://uae.arablocal.com/business/view/abdullah-ahmed-al-moosa-and-associates-arenco,,,,,
Habibah Al Njam Ladies Garments L L C,,,,,Area :,Abu Dhabi City,Abu Dhabi,UAE,"HABIBAH AL NJAM LADIES GARMENTS L L C is located in Dubai, UAE. Company is working in Overseas Business, Import and Export Agents business activities.",,820,,https://uae.arablocal.com/business/view/habibah-al-njam-ladies-garments-l-l-c,,,,,
Worldwide Immigration Consultancy Services Al satwa Dubai,+971 43555700,,,,"Lobby Level, The Fairmont Dubai, Office # 4E-A-G05, Sheikh Zayed Road,",Al Satwa,Dubai,UAE,Worldwide Immigration Consultancy Services Al satwa Dubai,,823,,https://uae.arablocal.com/business/view/worldwide-immigration-consultancy-services-al-satwa-dubai,,,,,
Mace International Ltd,+971 42940085,,,,Dubai,Business Bay,Dubai,UAE,Mace International Ltd,,819,,https://uae.arablocal.com/business/view/mace-international-ltd,,,,,
Al Rabiah Trading Co LLC,+971 42267865,,,,"Ras Al Khor Industrial Area# 2,",Ras Al Khor Industrial Area 2,Dubai,UAE,Al Rabiah Trading Co LLC,,1080,,https://uae.arablocal.com/business/view/al-rabiah-trading-co-llc,,,,,
Al Buraimi Auto Parts Trading Est,+971 65431240,,,,Sharjah,Industrial Area 5,Sharjah,UAE,Al Buraimi Auto Parts Trading Est,,980,,https://uae.arablocal.com/business/view/al-buraimi-auto-parts-trading-est,,,,,
Al Fain AC Contracting,+971 65614619,,,,Sharjah,Al Musalla,Sharjah,UAE,Al Fain AC Contracting,,796,,https://uae.arablocal.com/business/view/al-fain-ac-contracting,,,,,
Al Dhaheri International Advocates and Legal Consultants,+971 44518866,,,,"19th floor, The Prism Tower, Office#1901, Sheikh Zayed Road,",Business Bay,Dubai,UAE,Al Dhaheri International Advocates and Legal Consultants,,796,,https://uae.arablocal.com/business/view/al-dhaheri-international-advocates-and-legal-consultants,,,,,
J L L Shipping Llc,+971 42525141,,,,Golden Business Center Office709,Deira,Dubai,UAE,"JLL SHIPPING LLC JLL SHIPPING LLC, is a Dubai based freight forwarding company handled by experienced and motivated personnel. We handle Air freight, Ocean freight, Consolidation, Customs Clearance, Warehousing, Haulage Services , Logistics & Distribution. The company is organized and is able to offer a full range of professional forwarding services to our customers as well as overseas partners. JLL SHIPPING LLC is well connected with reputed agents all over the globe and is committed to prov...",,789,,https://uae.arablocal.com/business/view/j-l-l-shipping-llc,,,,,
ABL Electromechanical Works LLC,+971 43266721,,,,"Dubai Investments Park 1,",Dubai Investment Park - 1,Dubai,UAE,ABL Electromechanical Works LLC,,1034,,https://uae.arablocal.com/business/view/abl-electromechanical-works-llc,,,,,
ACI Consultancy,+971 42669100,,,,Dubai,Al Muraqqabat,Dubai,UAE,ACI Consultancy,,786,,https://uae.arablocal.com/business/view/aci-consultancy,,,,,
Almakarem General Trading Company,+971 50599914,,,,Area :,Dubai Others,Dubai,UAE,"Al-Makarem General Trading Company is located in Dubai, UAE. Company is working in Small Business, General Traders business activities.",,779,,https://uae.arablocal.com/business/view/almakarem-general-trading-company,,,,,
Accord Group,+971 65526214,,,,"A3, 092/2,",Saif Zone,Sharjah,UAE,Accord Group,,777,,https://uae.arablocal.com/business/view/accord-group,,,,,
2000 Star Trading LLC,+971 2249890,,,,Box No. 3552,Dubai Others,Dubai,UAE,"2000 STAR TRADING LLC is located in Dubai, UAE. Company is working in Trading, Curtains & Upholstery Fabrics, Furniture, Metal Products, Home and Garden, Decoration Materials & Partitions business activities.",,776,,https://uae.arablocal.com/business/view/2000-star-trading-llc,,,,,
EFS Manpower Supply,+971 44577500,,,,"Dubai Outsource Zone,",Dubai Outsource Zone,Dubai,UAE,EFS Manpower Supply,,773,,https://uae.arablocal.com/business/view/efs-manpower-supply,,,,,
Hytech Goodwill HR Services LLC,+971 44070547,,,,"Floor # 7, Centurion Star Tower B, Office # 702-02,",Deira,Dubai,UAE,Hytech Goodwill HR Services LLC,,775,,https://uae.arablocal.com/business/view/hytech-goodwill-hr-services-llc,,,,,
Cumberland General Trading Llc,+971 3215651,,,,Box No. 102603,Dubai Others,Dubai,UAE,"CUMBERLAND GENERAL TRADING LLC is located in Dubai, UAE. Company is working in Trading business activities.",,765,,https://uae.arablocal.com/business/view/cumberland-general-trading--llc,,,,,
Ittrading Inc,+971 65571509,,,,Area :,Airport International Free Zone,Sharjah,UAE,"I.t.trading Inc. is located in Sharjah, UAE. Company is working in Overseas Business, Import and Export Agents business activities.",,764,,https://uae.arablocal.com/business/view/ittrading-inc,,,,,
Al Buraq International Fze,+971 42045265,,,,Airport Free Zone (DAFZA),Dubai Aiport Free zone,Dubai,UAE,"Al Buraq International Fze is located in Dubai, UAE. Company is working in Overseas Business, Import and Export Agents business activities.",,764,,https://uae.arablocal.com/business/view/al-buraq-international-fze,,,,,
Arcan Project Management Services,+971 42827777,,,,Dubai,Garhoud,Dubai,UAE,Arcan Project Management Services,,761,,https://uae.arablocal.com/business/view/arcan-project-management-services,,,,,
Bakali General Trading LLC,+971 42416183,,,,1609 CLOVERBAY TOWER BUSINESSBAY,Dubai Others,Dubai,UAE,"WE ARE IMPORTER & EXPORTER OF SURGICAL instrument ,DENTAL ,KITCHEN equipment AND SOLAR ENERGY from 2011.",,757,,https://uae.arablocal.com/business/view/bakali-general-trading-llc,,,,,
Ayyildiz General Trading LLC,+971 2734139,,,,Box No. 39455,Industrial Area 7,Sharjah,UAE,"AYYILDIZ GENERAL TRADING L.L.C is located in Dubai, UAE. Company is working in Trading business activities.",,760,,https://uae.arablocal.com/business/view/ayyildiz-general-trading-llc,,,,,
Ababeel Facilities Management LLC,+971 43961477,,,,"Ground Floor, Office # 4, Shaikh Hamdan Colony, Al Karama,",Bur Dubai,Dubai,UAE,Ababeel Facilities Management LLC,,755,,https://uae.arablocal.com/business/view/ababeel-facilities-management-llc,,,,,
Aqua Marine General Trading LLC,+971 2282395,,,,Box No. 181995,Dubai Others,Dubai,UAE,"AQUA MARINE GENERAL TRADING LLC is located in Dubai, UAE. Company is working in Trading business activities.",,750,,https://uae.arablocal.com/business/view/aqua-marine-general-trading-llc,,,,,
Alpha Vision General Trading LLC,+971 2828286,,,,Box No. 184943,Dubai Others,Dubai,UAE,"ALPHA VISION GENERAL TRADINGLLC is located in Dubai, UAE. Company is working in Trading business activities.",,749,,https://uae.arablocal.com/business/view/alpha-vision-general-trading-llc,,,,,
Golden Arrow Foodstuff L L C,+971 5555432,,,,P.O Box 75203,Dubai Others,Dubai,UAE,"GOLDEN ARROW FOODSTUFF - L L C is located in Dubai, UAE. Company is working in Overseas Business, Import and Export Agents business activities. If you have any questions, please contact us",,747,,https://uae.arablocal.com/business/view/golden-arrow-foodstuff--l-l-c,,,,,
Abu Ali Fruits And Veg Co LLC,+971 25562327,,,,"Khalifa City - A, P.O. Box: 47243",Khalifa City A,Abu Dhabi,UAE,"Abu Ali Fruits & Veg. Co. LLC is located in Abu Dhabi, UAE. Company is working in Overseas Business, Import and Export Agents business activities.",,744,,https://uae.arablocal.com/business/view/abu-ali-fruits-and-veg-co-llc,,,,,
Alliance Business Centre Al Qusais 2 Dubai,+971 42611166,,,,Dubai,Al Qusais 2,Dubai,UAE,Alliance Business Centre Al Qusais 2 Dubai,,744,,https://uae.arablocal.com/business/view/alliance-business-centre-al-qusais-2-dubai,,,,,
Hotel Intercontinental Al Ain,+971 37686686,,,,"P.O.Box No.16031, Alain",Al Ain,Abu Dhabi,UAE,"HOTEL INTER-CONTINENTAL AL AIN is located in Al Ain, UAE. Company is working in Others business activities. If you have any questions, please contact us",,743,,https://uae.arablocal.com/business/view/hotel-intercontinental-al-ain,,,,,
Akash General Trading LLC,+971 2352182,,,,Box No. 3611,Dubai Others,Dubai,UAE,"AKASH GENERAL TRADING LLC is located in Dubai, UAE. Company is working in Trading business activities.",,742,,https://uae.arablocal.com/business/view/akash-general-trading-llc,,,,,
Al Gharafa Tailors,+971 67446034,,,,Karama,Al Karama,Ajman,UAE,"Al Gharafa Tailors is located in Ajman, UAE. Company is working in Professional Services, Tailors business activities.",,741,,https://uae.arablocal.com/business/view/al-gharafa-tailors,,,,,
Green Dragon Trading Llc,+971 2295486,,,,P.O Box 1857,Dubai Others,Dubai,UAE,"GREEN DRAGON TRADING (L.L.C) is located in Dubai, UAE. Company is working in Trading, Blankets, Towels, Linens Trading business activities.",,738,,https://uae.arablocal.com/business/view/green-dragon-trading-llc,,,,,
Green Light Trading Company,+971 6671715,,,,P.O Box 31488,Dubai Others,Dubai,UAE,"GREEN LIGHT TRADING COMPANY is located in Dubai, UAE. Company is working in Overseas Business, Import and Export Agents business activities.",,729,,https://uae.arablocal.com/business/view/green-light-trading-company,,,,,
Al Nasser Holdings,+971 25059123,,,,"18th floor, Liwa Tower, Al Khaleej Al Arabi Street,",Al Hisn,Abu Dhabi,UAE,Al Nasser Holdings,,727,,https://uae.arablocal.com/business/view/al-nasser-holdings,,,,,
Development Fodder Trading Co,+971 25631292,,,,-ALSHAHAMA AREA,Al Shahama,Abu Dhabi,UAE,"Development Fodder Trading Co. is located in Abu Dhabi, UAE. Company is working in Overseas Business, Import and Export Agents business activities.",,724,,https://uae.arablocal.com/business/view/development-fodder-trading-co,,,,,
Fun Fashion Fzco,+971 8045000,,,,"Box No. 261075, Free Zone",Jebel Ali Freezone,Dubai,UAE,"FUN FASHION FZCO is located in Jebel Ali Free Zone, UAE. Company is working in Trading, Fashion business activities.",,721,,https://uae.arablocal.com/business/view/fun-fashion-fzco,,,,,
Dubai Silicon Oasis Authority,+971 45015555,,,,"Dubai Silicon Oasis,",Dubai Silicon Oasis,Dubai,UAE,Dubai Silicon Oasis Authority,,717,,https://uae.arablocal.com/business/view/dubai-silicon-oasis-authority,,,,,
Al Uruba Business Center,+971 42948572,,,,"Floor # 7, Al Garhoud Views Building, Al Mina Road,",Garhoud,Dubai,UAE,Al Uruba Business Center,,715,,https://uae.arablocal.com/business/view/al-uruba-business-center,,,,,
Majid Bukatara Building Materials Trading LLC,+971 43371710,,,,Dubai,Al Karama,Dubai,UAE,Majid Bukatara Building Materials Trading LLC,,939,,https://uae.arablocal.com/business/view/majid-bukatara-building-materials-trading-llc,,,,,
Al Khayal Trading,+971 26663255,,,,"Near Comml Bank, Khalidiya, P.O. Box: 77343",Khalidiya,Abu Dhabi,UAE,"Al Khayal Trading is located in Abu Dhabi, UAE. Company is working in Small Business, General Traders business activities.",,712,,https://uae.arablocal.com/business/view/al-khayal-trading,,,,,
Edon Welding Llc,+971 42285318,,,,Box No. 185942,Dubai Others,Dubai,UAE,"EDON WELDINGLLC is located in Dubai, UAE. Company is working in Trading, Power Tools business activities.",,712,,https://uae.arablocal.com/business/view/edon-welding-llc,,,,,
Alstom,+971 44299666,,,,"38th Floor, U Bora Office Tower, Office # 3802, Head Office,",Business Bay,Dubai,UAE,,,1059,,https://uae.arablocal.com/business/view/alstom,,,,,
Akshi Investment Limited,+971 42996641,,,,Airport Free Zone (DAFZA),Dubai Aiport Free zone,Dubai,UAE,"Akshi Investment Limited (branch) is located in Dubai, UAE. Company is working in Overseas Business, Import and Export Agents business activities. If you have any questions, please contact us",,706,,https://uae.arablocal.com/business/view/akshi-investment-limited,,,,,
Al Mabrook Tailoring,+971 43313949,,,,"Abbas Juma building, Satwa Main Road, P.O. Box: 568",Al Satwa,Dubai,UAE,"Al Mabrook Tailoring is located in Dubai, UAE. Company is working in Professional Services, Tailors business activities.",,706,,https://uae.arablocal.com/business/view/al-mabrook-tailoring,,,,,
Bright Future General Trading LLC,+971 42290982,,,,"W/Sales Market, Al Ras, P.O. Box: 112903",Dubai Others,Dubai,UAE,"Bright Future General Trading LLC is located in Dubai, UAE. Company is working in Overseas Business, Import and Export Agents business activities.",,709,,https://uae.arablocal.com/business/view/bright-future-general-trading-llc,,,,,
Rabahi International Fzc,+971 65573901,,,,Area :,Airport International Free Zone,Sharjah,UAE,"Rabahi International (fzc) is located in Sharjah, UAE. Company is working in Small Business, General Traders business activities. If you have any questions, please contact us",,705,,https://uae.arablocal.com/business/view/rabahi-international-fzc,,,,,
Al Saif Al Dhahabi Imp And Distribution Foodstuff,+971 72283877,,,,"Near Carrefour, P.O. Box: 10755",Ras Al Khaimah,Ras Al Khaimah,UAE,"Al Saif Al Dhahabi Imp and Distribution F/Stuff is located in Ras Al Khaimah, UAE. Company is working in Overseas Business, Import and Export Agents business activities.",,705,,https://uae.arablocal.com/business/view/al-saif-al-dhahabi-imp-and-distribution-foodstuff,,,,,
Arabian Horizon Architectural Engineering Consultants LLC,+971 26730191,,,,"Mina Free Port,",Al Mina,Abu Dhabi,UAE,Arabian Horizon Architectural Engineering Consultants LLC,,703,,https://uae.arablocal.com/business/view/arabian-horizon-architectural-engineering-consultants-llc,,,,,
Gulf Technical Trading Establishment,+971 4483221,,,,P.O Box 6036,Dubai Others,Dubai,UAE,"GULF TECHNICAL TRADING ESTABLISHMENT is located in Dubai, UAE. Company is working in Overseas Business, Import and Export Agents business activities.",,703,,https://uae.arablocal.com/business/view/gulf-technical-trading-establishment,,,,,
ABC International Sharja,+971 65586369,,,,"P8, 505,",Saif Zone,Sharjah,UAE,ABC International Sharja,,702,,https://uae.arablocal.com/business/view/abc-international-sharja,,,,,
Global Ascent Business Centre,+971 26722033,,,,Abu Dhabi,Mussafah 4,Abu Dhabi,UAE,Global Ascent Business Centre,,699,,https://uae.arablocal.com/business/view/global-ascent-business-centre,,,,,
Gulf Palace Trading Company W L L,+971 26348064,,,,P.O Box 2471,Abu Dhabi City,Abu Dhabi,UAE,"Gulf Palace Trading Company - W L L is located in Abu Dhabi, UAE. Company is working in Overseas Business, Import and Export Agents business activities. If you have any questions, please contact us",,699,,https://uae.arablocal.com/business/view/gulf-palace-trading-company--w-l-l,,,,,
Forma Technology,+971 3969806,,,,Box No. 6629,Dubai Others,Dubai,UAE,"FORMA TECHNOLOGY is located in Dubai, UAE. Company is working in Trading business activities.",,698,,https://uae.arablocal.com/business/view/forma-technology,,,,,
Black Falcon General Trading LLC,+971 3517806,,,,Box No. 241504,Dubai Others,Dubai,UAE,"BLACK FALCON GENERAL TRADING LLC is located in Dubai, UAE. Company is working in Trading business activities.",,697,,https://uae.arablocal.com/business/view/black-falcon-general-trading-llc,,,,,
Al Jalil International General Trading Est,+971 3331568,,,,Box No. 60448,Dubai Others,Dubai,UAE,"AL JALIL INTERNATIONAL GENERAL TRADING EST. is located in Dubai, UAE. Company is working in Trading business activities.",,697,,https://uae.arablocal.com/business/view/al-jalil-international-general-trading-est,,,,,
2000 General Trading,+971 2899755,,,,Box No. 3464,Dubai Others,Dubai,UAE,"2000 GENERAL TRADING is located in Dubai, UAE. Company is working in Trading business activities.",,697,,https://uae.arablocal.com/business/view/2000-general-trading,,,,,
Serena Technologies FZC,+971 42238999,,,,Dubai,Naif,Dubai,UAE,Serena Technologies FZC,,697,,https://uae.arablocal.com/business/view/serena-technologies-fzc,,,,,
AG Projects LLC,+971 42271137,,,,"Floor # 01, Danube Home Showroom Building, Office # 09, Sheikh Zayed Road, Al Quoz First,",Al Quoz,Dubai,UAE,AG Projects LLC,,695,,https://uae.arablocal.com/business/view/ag-projects-llc,,,,,
Able General Maintenance Cleaning LLC,+971 43623883,,,,"Al Shafer Tower,",Al Barsha,Dubai,UAE,Able General Maintenance Cleaning LLC,,694,,https://uae.arablocal.com/business/view/able-general-maintenance-cleaning-llc,,,,,
Global Link Decor Co L L C,+971 55478600,,,,Area :,Musaffah,Abu Dhabi,UAE,"GLOBAL LINK DECOR CO. L L C is located in Dubai, UAE. Company is working in Overseas Business, Import and Export Agents business activities. If you have any questions, please contact us",,692,,https://uae.arablocal.com/business/view/global-link-decor-co-l-l-c,,,,,
Pke Gulf Wll,+971 6277005,,,,- ZAYED THE II STREET,Abu Dhabi City,Abu Dhabi,UAE,"PKE GULF W.L.L is located in Dubai, UAE. Company is working in Overseas Business, Import and Export Agents business activities.",,691,,https://uae.arablocal.com/business/view/pke-gulf-wll,,,,,
Al Aqaba Ladies Fashion Tailoring Shop,+971 37544370,+971 37557625,,,Area :,Al Ain,Abu Dhabi,UAE,"Al Aqaba Ladies Fashion Tailoring Shop is located in Al Ain, UAE. Company is working in Professional Services, Tailors business activities.",,689,,https://uae.arablocal.com/business/view/al-aqaba-ladies-fashion-tailoring-shop,,,,,
Leadstay General Trading Company,+971 43973483,,,,Area :,Jebel Ali,Dubai,UAE,"Leadstay General Trading Company is located in Dubai, UAE. Company is working in Small Business, General Traders business activities. If you have any questions, please contact us",,688,,https://uae.arablocal.com/business/view/leadstay-general-trading-company,,,,,
Emirates International Facility Management LLC EIFM Abu Dhabi City Abu dhabi,+971 26436663,,,,"Abu Dhabi City,",Abu Dhabi City,Abu Dhabi,UAE,Emirates International Facility Management LLC EIFM Abu Dhabi City Abu dhabi,,686,,https://uae.arablocal.com/business/view/emirates-international-facility-management-llc-eifm-abu-dhabi-city-abu-dhabi,,,,,
110 V Trading Co LLC,+971 2248839,,,,Box No. 41737,Dubai Others,Dubai,UAE,"110 V TRADING CO LLC is located in Dubai, UAE. Company is working in Trading business activities. If you have any questions, please contact us",,685,,https://uae.arablocal.com/business/view/110-v-trading-co-llc,,,,,
Faiza Trading Company L L C,+971 26762218,,,,Area :,Abu Dhabi City,Abu Dhabi,UAE,"Faiza Trading Company - L L C is located in Abu Dhabi, UAE. Company is working in Overseas Business, Import and Export Agents business activities.",,684,,https://uae.arablocal.com/business/view/faiza-trading-company--l-l-c,,,,,
Al Waha Trading LLC,+971 42733376,,,,Box No. 19060,Dubai Others,Dubai,UAE,"AL WAHA TRADING LLC is located in Dubai, UAE. Company is working in Professional Services, Tailors, Beauty Products, Cosmetics, Clothing and Accessories, Shoes, Textile business activities.",,684,,https://uae.arablocal.com/business/view/al-waha-trading--llc,,,,,
MANN HUMMEL Middle East FZE,+971 46091746,,,,"Office#1013 Building# 7WA, Al Quds Street,",Dubai Airport Free Zone,Dubai,UAE,MANN HUMMEL Middle East FZE,,1055,,https://uae.arablocal.com/business/view/mann-hummel-middle-east-fze,,,,,
Hamad Al Shamsi Trading And Technical Services Est,+971 6322250,,,,Area :,Dubai Others,Dubai,UAE,"HAMAD AL SHAMSI TRADING & TECHNICAL SERVICES ESTAB is located in Dubai, UAE. Company is working in Overseas Business, Import and Export Agents business activities.",,682,,https://uae.arablocal.com/business/view/hamad-al-shamsi-trading--and--technical-services-est,,,,,
Arif Foodstuff Company LLC,+971 26318594,,,,"Next to Ibn Hayan Pharmacy, Al Nasr St, P.O. Box: 41632",Jebel Ali Freezone,Dubai,UAE,"Arif Foodstuff Company LLC is located in Abu Dhabi, UAE. Company is working in Overseas Business, Import and Export Agents business activities.",,681,,https://uae.arablocal.com/business/view/arif-foodstuff-company-llc,,,,,
IFM Electronic FZC,+971 65573601,,,,"SAIF Zone,",Saif Zone,Sharjah,UAE,IFM Electronic FZC,,681,,https://uae.arablocal.com/business/view/ifm-electronic-fzc,,,,,
e2e Human Resource Consultancy,+971 42528201,,,,"Office # 102, 1st Floor, Al Nayali Building, Salahuddin Street, Abu Hail,",Deira,Dubai,UAE,e2e Human Resource Consultancy,,681,,https://uae.arablocal.com/business/view/e2e-human-resource-consultancy,,,,,
Fakhr Al Shaeb Foodstuff Est,+971 37224767,,,,Area :,Al Ain,Abu Dhabi,UAE,"Fakhr Al Shaeb Foodstuff Est . is located in Al Ain, UAE. Company is working in Overseas Business, Import and Export Agents business activities.",,680,,https://uae.arablocal.com/business/view/fakhr-al-shaeb-foodstuff-est-,,,,,
Al Raqeem Intellectual Property,+971 43213314,,,,"4th Floor, Saeed Tower 2, Office# 404, Sheikh Zayed Road,",Trade Center,Dubai,UAE,Al Raqeem Intellectual Property,,680,,https://uae.arablocal.com/business/view/al-raqeem-intellectual-property,,,,,
BW Gulf Consultant LLC,+971 65742775,,,,Sharjah,Maliha Road,Sharjah,UAE,BW Gulf Consultant LLC,,865,,https://uae.arablocal.com/business/view/bw-gulf-consultant-llc,,,,,
Fujairah Trade Centre Company,+971 92222661,,,,"10, Trade Centre Bldg, Trade Centre Road,",Fujairah,Fujairah,UAE,Fujairah Trade Centre Company,,679,,https://uae.arablocal.com/business/view/fujairah-trade-centre-company,,,,,
Baniyas Spike Group Of Companies,+971 25552347,,,,"P.O. Box: 9456, Mussafah",Dubai Others,Dubai,UAE,"BANIYAS SPIKE GROUP OF COMPANIES is located in Abu Dhabi, UAE. Company is working in Overseas Business, Import and Export Agents, Food Retailers, Doctors and Clinics, Hospitals, Department Stores business activities.",,676,,https://uae.arablocal.com/business/view/baniyas-spike-group-of-companies,,,,,
Ali Ayad And Ali Al Khamiri General Trading LLC,+971 2733760,,,,Box No. 90157,Deira,Dubai,UAE,"ALI AYAD & ALI AL KHAMIRI GENERAL TRADING LLC is located in Dubai, UAE. Company is working in Trading business activities.",,675,,https://uae.arablocal.com/business/view/ali-ayad-and-ali-al-khamiri-general-trading-llc,,,,,
Brentta General Trading LLC,+971 8819036,,,,Box No. 10517,Dubai Others,Dubai,UAE,"BRENTTA GENERAL TRADING LLC is located in Dubai, UAE. Company is working in Trading business activities.",,673,,https://uae.arablocal.com/business/view/brentta-general-trading-llc,,,,,
K Mohan Middle East Fze,+971 65571829,,,,Area :,Airport International Free Zone,Sharjah,UAE,"K. Mohan (middle East) (fze) is located in Sharjah, UAE. Company is working in Overseas Business, Import and Export Agents business activities.",,672,,https://uae.arablocal.com/business/view/k-mohan-middle-east-fze,,,,,
ARJ Engineering LLC Al Quoz 3 Dubai,+971 43047400,,,,Dubai,Al Quoz 3,Dubai,UAE,ARJ Engineering LLC Al Quoz 3 Dubai,,672,,https://uae.arablocal.com/business/view/arj-engineering-llc-al-quoz-3-dubai,,,,,
Haroon Crane Fixing L L C,+971 25511348,,,,Al H Area,Musaffah,Abu Dhabi,UAE,"Haroon Crane Fixing/ L L C is located in Abu Dhabi, UAE. Company is working in Overseas Business, Import and Export Agents business activities. If you have any questions, please contact us",,671,,https://uae.arablocal.com/business/view/haroon-crane-fixing-l-l-c,,,,,
Blessings General Trading LLC,+971 2277340,,,,Box No. 171830,Dubai Others,Dubai,UAE,"BLESSINGS GENERAL TRADING LLC is located in Dubai, UAE. Company is working in Trading business activities.",,670,,https://uae.arablocal.com/business/view/blessings-general-trading-llc,,,,,
Al Shirawi Facilities Management LLC,+971 43337644,,,,"Ras Al Khor,",Ras Al Khor,Dubai,UAE,Al Shirawi Facilities Management LLC,,670,,https://uae.arablocal.com/business/view/al-shirawi-facilities-management-llc,,,,,
Aamal Companies Representation,+971 26544075,,,,"Hamdan Street, Al Markaziyah,",Abu Dhabi City,Abu Dhabi,UAE,Aamal Companies Representation,,669,,https://uae.arablocal.com/business/view/aamal-companies-representation,,,,,
Mohammed Elias Tailors,+971 43526347,,,,Area :,Bur Dubai,Dubai,UAE,"Mohammed Elias Tailors is located in Dubai, UAE. Company is working in Professional Services, Tailors business activities.",,668,,https://uae.arablocal.com/business/view/mohammed-elias-tailors,,,,,
Al Ahli Store,+971 65691959,,,,Mina Road,Al Mina,Abu Dhabi,UAE,"Al Ahli Store is located in Sharjah, UAE. Company is working in Small Business, General Traders business activities.",,667,,https://uae.arablocal.com/business/view/al-ahli-store,,,,,
Agl Trading Company LLC,+971 2714267,,,,Box No. 531,Dubai Others,Dubai,UAE,"A.G.L TRADING COMPANY LLC is located in Dubai, UAE. Company is working in Trading business activities. If you have any questions, please contact us",,667,,https://uae.arablocal.com/business/view/agl-trading-company-llc,,,,,
Al Nibras Management Consultancy,+971 43212932,,,,"Al Asmawi Building, Office# 307,",Dubai Investment Park - 1,Dubai,UAE,Al Nibras Management Consultancy,,667,,https://uae.arablocal.com/business/view/al-nibras-management-consultancy,,,,,
Al Bunian Project Management Services,+971 42699115,,,,Dubai,Deira,Dubai,UAE,Al Bunian Project Management Services,,665,,https://uae.arablocal.com/business/view/al-bunian-project-management-services,,,,,
Al Waqt Trading,+971 505284466,+971 505280000,,,Villa no. 4 Al Shahama St. Al Rifaa,Al Rifaa,Sharjah,UAE,"Al Waqt Trading is located in Sharjah, UAE. Company is working in Trading business activities. If you have any questions, please contact us",,665,,https://uae.arablocal.com/business/view/al-waqt-trading,,,,,
Marhaba Management Consulting LLC,+971 67666503,,,,"Du building, office number 503, Al Salamah A,",Al Salamah,Umm Al Quwain,UAE,Marhaba Management Consulting LLC,,663,,https://uae.arablocal.com/business/view/marhaba-management-consulting-llc,,,,,
Ocean Village Trading Llc,+971 43514919,,,,Box No. 127206,Dubai Others,Dubai,UAE,"OCEAN VILLAGE TRADING LLC is located in Dubai, UAE. Company is working in Advertising, Newspaper Publishers, Online Content, News, Clothing and Accessories business activities.",,661,,https://uae.arablocal.com/business/view/ocean-village-trading-llc,,,,,
Colour Moon General Trading Llc,+971 2296617,,,,Box No. 22938,Dubai Others,Dubai,UAE,"COLOUR MOON GENERAL TRADING LLC is located in Dubai, UAE. Company is working in Trading business activities.",,658,,https://uae.arablocal.com/business/view/colour-moon-general-trading--llc,,,,,
Al Basha Trading Markets,+971 6328499,,,,24092,Al Ain,Abu Dhabi,UAE,"AL BASHA TRADING MARKETS is located in Al Ain, UAE. Company is working in Small Business, General Traders, Clothing and Accessories, Kids business activities.",,660,,https://uae.arablocal.com/business/view/al-basha-trading-markets,,,,,
Albakrawe General Trading LLC,+971 3204460,,,,Box No. 294108,Dubai Others,Dubai,UAE,"ALBAKRAWE GENERAL TRADING LLC is located in Dubai, UAE. Company is working in Trading business activities.",,658,,https://uae.arablocal.com/business/view/albakrawe-general-trading--llc,,,,,
Al Afnan TradingLLC,+971 42662891,,,,Box No. 74454,Dubai Others,Dubai,UAE,"AL AFNAN TRADINGLLC is located in Dubai, UAE. Company is working in Advertising, Newspaper Publishers, Online Content, News, Electrical Goods business activities.",,658,,https://uae.arablocal.com/business/view/al-afnan-tradingllc,,,,,
Bin Butti Group of Est.,+971 26789000,,,,"Lulu Center Building, Salam Street,",Al Danah,Abu Dhabi,UAE,Bin Butti Group of Est.,,658,,https://uae.arablocal.com/business/view/bin-butti-group-of-est,,,,,
Emirates Fire Extinguisher Equipment Factory Abu Dhabi Branch,+971 26445411,,,,34479,Abu Dhabi City,Abu Dhabi,UAE,"Emirates Fire Extinguisher Equipment Factory - Abu Dhabi Branch is located in Abu Dhabi, UAE. Company is working in Others business activities. If you have any questions, please contact us",,657,,https://uae.arablocal.com/business/view/emirates-fire-extinguisher-equipment-factory--abu-dhabi-branch,,,,,
Eraada Technical Services LLC,+971 43387544,,,,"Sheikh Zayed Road,",Al Quoz,Dubai,UAE,Eraada Technical Services LLC,,655,,https://uae.arablocal.com/business/view/eraada-technical-services-llc,,,,,
