Category,URL,Scraped_At,Runtime_Sec,Name,Phone_1,Phone_2,Phone_3,WhatsApp,Email,Location,Area,Governorate,Country,About,Website,Rating,Views,Fax
industrial,https://qatar.arablocal.com/business/view/al-hussaini-aluminium,2026-04-14 23:55:47,134130,Al Hussaini Aluminium,+974 33349995,+974 44350589,,,,"Shop 32, Souq Al Haraj ( Showroom ) / Sailiya ( Workshop ) P.O.Box 14316",Shop 32,,Qatar,Al Hussaini Aluminium,http://www.ahaqatar.com,,2679,
industrial,https://qatar.arablocal.com/business/view/ghd-global-pty-ltd,2026-04-14 23:55:49,134130,Ghd Global Pty Ltd,+974 44289444,,,,,"City Plaza, Al Sadd St P.O.Box 14352",City Plaza,,Qatar,Ghd Global Pty Ltd,https://www.ghd.com,,2654,
industrial,https://qatar.arablocal.com/business/view/al-alaya-plastic-factory,2026-04-14 23:55:50,134130,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
industrial,https://qatar.arablocal.com/business/view/dar-al-handasah-consultants,2026-04-14 23:55:52,134130,Dar Al Handasah Consultants,+974 44389389,,,,,"8Th Flr, Burj Al Qassar, West Bay P.O.Box 40358",8Th Flr,Burj Al Qassar,Qatar,Dar Al Handasah Consultants,http://www.dargroup.com,,2643,
contractors,https://qatar.arablocal.com/business/view/imar-trading-and-contracting-company-wll,2026-04-14 23:55:55,134130,Imar Trading and Contracting Company Wll,+974 44131770,,,,,"Bldg 125, Al Amir St No. 251, Zone No. 55 P.O.Box 22403",Bldg 125,Al Amir St No. 251,Qatar,"IMAR was founded in 1995, promptly establishing its reputation for excellence in the construction industry, specializing in architectural interior fit out before expanding to Qatar in year 2000.IMAR prides itself on an exceptional record of successfully completed projects. It has built its reputation on bringing jobs in on time and within budget. IMAR’s project delivery system is designed to provide quality and timeliness at competitive prices. This emphasis on quality and attention to detail...",http://www.groupimar.com,,5294,
contractors,https://qatar.arablocal.com/business/view/blue-star-qatar-wll,2026-04-14 23:55:58,134130,Blue Star Qatar Wll Al- Rayyan,+974 44582271,+974 44883438,,,contact@bluestarqatar.com,Al Rayyan P.O.Box 47242,,,Qatar,Blue Star Qatar Wll,http://bluestarqatar.com/,,3427,
contractors,https://qatar.arablocal.com/business/view/al-abdulla-trading-and-contracting-co,2026-04-14 23:56:04,134130,Al Abdulla Trading and Contracting Co,+974 44418494,+974 55093010,,,,"Building No :4, Shop No :3,B- Ring Road, Doha P.O.Box 30862",Building No :4,B- Ring Road,Qatar,Al Abdulla Trading and Contracting Co,,,3186,
contractors,https://qatar.arablocal.com/business/view/al-tawfeeq-trading-and-contracting-co-doha-qatar,2026-04-14 23:56:05,134130,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
contractors,https://qatar.arablocal.com/business/view/al-rayyan-swimming-pools-wll,2026-04-14 23:56:10,134130,Al Rayyan Swimming Pools Wll,+974 44663332,+974 44663331,,,,"Office 308, D Ring Rd P.O.Box 3366",Office 308,,Qatar,Al Rayyan Swimming Pools Wll,http://www.alrayyanpools.com,,3091,
contractors,https://qatar.arablocal.com/business/view/alghanim-international-qatar,2026-04-14 23:56:14,134130,Alghanim International Qatar,+974 44374256,,,,,"Al Reem Tower, Buroog Tower, Al Meena St, Doha",Al Reem Tower,Al Meena St,Qatar,Alghanim International Qatar,http://www.falghanim.com,,2985,
business-b2b,https://qatar.arablocal.com/business/view/aletqan-manpower,2026-04-14 23:56:15,134130,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
cafeterias,https://qatar.arablocal.com/business/view/cinnabon-seattle-s-best-coffee-bin-mahmoud,2026-04-14 23:56:17,134130,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
industrial,https://qatar.arablocal.com/business/view/al-tahrir-trading-and-cont-barwa-village,2026-04-14 23:56:21,134130,Al Tahrir Trading And Cont Barwa Village,+974 44475928,,,,,"SHOP NO 24 & 26, BUILDING NO.?05, Doha",SHOP NO 24 & 26,BUILDING NO.?05,Qatar,Al Tahrir Trading And Cont Barwa Village,,,2604,
business-b2b,https://qatar.arablocal.com/business/view/al-hoar-manpower-agency,2026-04-14 23:56:26,134130,Al Hoar Manpower Agency,+974 44818503,+974 44818504,,,,"Umm Aldoum St, Maither ( North ) P.O.Box 11977",Umm Aldoum St,,Qatar,Al Hoar Manpower Agency,,,2130,
cafeterias,https://qatar.arablocal.com/business/view/after-dark-cafe,2026-04-14 23:56:27,134130,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
industrial,https://qatar.arablocal.com/business/view/al-atkal-garage,2026-04-14 23:56:30,134130,Al Atkal Garage,+974 70930936,,,,,"Street 15, Ar-Rayyan",Street 15,,Qatar,Al Atkal Garage,,,2473,
cafeterias,https://qatar.arablocal.com/business/view/tea-time-ooredoo-al-sadd,2026-04-14 23:56:32,134130,Tea Time Ooredoo Al Sadd,+974 50143622,,,,,Doha,,,Qatar,Tea Time Ooredoo Al Sadd,http://www.teatimeqatar.com,,1603,
business-b2b,https://qatar.arablocal.com/business/view/al-ali-global-company,2026-04-14 23:56:34,134130,Al Ali Global Company,+974 66782217,,,,,"78, Wadi Al-Mushirb St., Doha/Qatar",78,Wadi Al-Mushirb St.,Qatar,Al Ali Global Company,http://www.alaliglobal.com,,2128,
contractors,https://qatar.arablocal.com/business/view/abu-adel-engineering-and-mechanical-services-est-aaes,2026-04-14 23:56:36,134130,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
business-b2b,https://qatar.arablocal.com/business/view/sgs-qatar-w-l-l,2026-04-14 23:56:39,134130,SGS Qatar W L L,+974 44621660,,,,,"9th Floor, Al Mana Tower, Airport Road, Doha, Qatar",9th Floor,Doha,Qatar,SGS Qatar W L L,http://www.sgs.com,,2057,
business-b2b,https://qatar.arablocal.com/business/view/alamodi-center-exclusive-showroom,2026-04-14 23:56:43,134130,ALAMODI CENTER Exclusive showroom,,,,,,"Salwa Road,Midmac bridge Near almana Petrol",Salwa Road,,Qatar,ALAMODI CENTER Exclusive showroom,http://www.alamodigroup.qa,,2013,
contractors,https://qatar.arablocal.com/business/view/qatari-canadian-trading-and-contracting-and-services,2026-04-14 23:56:45,134130,Qatari Canadian Trading And Contracting And Services,+974 55558107,,,,,"Street 449, Doha",Street 449,,Qatar,Qatari Canadian Trading And Contracting And Services,,,2728,
business-b2b,https://qatar.arablocal.com/business/view/al-jaber-group,2026-04-14 23:58:14,134288,Al Jaber Group,+974 44375940,+974 44372551,,,,"Al Jaber Tower, Museum St, Corniche P.O.Box 22628",Al Jaber Tower,Museum St,Qatar,Al Jaber Group,http://www.aljaberqatar.com,,2370,
contractors,https://qatar.arablocal.com/business/view/al-khaleej-building-co-wll,2026-04-14 23:58:18,134288,Al Khaleej Building Co Wll,+974 44340114,+974 44657855,,,,"Office 12, 1St Flr, Salwa Commercial Bldg,Nr Midmac R / A, Salwa Rd P.O.Box 5511",Office 12,Nr Midmac R / A,Qatar,Al Khaleej Building Co Wll,http://www.alkhaleejbuildings.com,,2460,
contractors,https://qatar.arablocal.com/business/view/al-baida-technical-svcs,2026-04-14 23:58:20,134288,Al Baida Technical Svcs,+974 44128899,,,,,Al Noor Street Hazm Al Markhiya Doha Qatar PO Box 37772,,,Qatar,Al Baida Technical Svcs,http://www.albaidagroup.com,,2435,
contractors,https://qatar.arablocal.com/business/view/silver-falcon-contg-and-trdg-co-wll,2026-04-14 23:58:23,134288,Silver Falcon Contg and Trdg Co Wll,+974 44449970,+974 44449973,,,,"First Floor, Barwa Commercial Avenue, East Industrial Street, Safwa Building Street 24, Doha P.O.Box 37057",First Floor,Safwa Building Street 24,Qatar,Silver Falcon Contg and Trdg Co Wll,http://www.silver-falcon.com,,2363,
contractors,https://qatar.arablocal.com/business/view/umm-al-saneem-health-center,2026-04-14 23:58:24,134288,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
contractors,https://qatar.arablocal.com/business/view/astaldi-arabia-ltd,2026-04-14 23:58:26,134288,Astaldi Arabia Ltd,+974 44554703,+974 44672983,,,,"Al Mana Business Tower, C Ring Rd P.O.Box 23105",Al Mana Business Tower,,Qatar,Astaldi Arabia Ltd,http://www.astaldi.com,,2320,
contractors,https://qatar.arablocal.com/business/view/mh-group-of-company,2026-04-14 23:58:28,134288,Mh Group Of Company,+974 74010840,,,,,City :,,,Qatar,Mh Group Of Company,,,2172,
contractors,https://qatar.arablocal.com/business/view/al-hoar-manpower-agency,2026-04-14 23:58:31,134288,Al Hoar Manpower Agency,+974 44818503,+974 44818504,,,,"Umm Aldoum St, Maither ( North ) P.O.Box 11977",Umm Aldoum St,,Qatar,Al Hoar Manpower Agency,,,2130,
cafeterias,https://qatar.arablocal.com/business/view/mazaya-cafe,2026-04-14 23:58:32,134288,Mazaya Cafe,+974 66249588,,,,,City :,,,Qatar,Mazaya Cafe,,,1523,
cafeterias,https://qatar.arablocal.com/business/view/batteel-caf-al-khor-branch2,2026-04-14 23:58:35,134288,Batteel Cafe Al Khor,+974 44157890,,,,info@batteel.com,Al Khor - Main street,,,Qatar,Batteel Cafe Al Khor,http://batteel.com/,,1500,
cafeterias,https://qatar.arablocal.com/business/view/cinnabon-seattle-s-best-coffee-old-airport-road,2026-04-14 23:58:36,134288,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
cafeterias,https://qatar.arablocal.com/business/view/aimee-s-cafe,2026-04-14 23:58:37,134288,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
industrial,https://qatar.arablocal.com/business/view/silver-falcon-contg-and-trdg-co-wll,2026-04-14 23:58:39,134288,Silver Falcon Contg and Trdg Co Wll,+974 44449970,+974 44449973,,,,"First Floor, Barwa Commercial Avenue, East Industrial Street, Safwa Building Street 24, Doha P.O.Box 37057",First Floor,Safwa Building Street 24,Qatar,Silver Falcon Contg and Trdg Co Wll,http://www.silver-falcon.com,,2363,
business-b2b,https://qatar.arablocal.com/business/view/barcode-bar-and-lounge-doha,2026-04-14 23:58:41,134288,Barcode bar and lounge doha,+974 55220424,,,,,"Near Qatar Islamic Museum?, Ras Abu Abboud St, Doha",Near Qatar Islamic Museum?,Ras Abu Abboud St,Qatar,Barcode bar and lounge doha,,,1870,
cafeterias,https://qatar.arablocal.com/business/view/kof-cafe,2026-04-14 23:58:42,134288,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
contractors,https://qatar.arablocal.com/business/view/al-huda-engineering-works,2026-04-14 23:58:43,134288,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
industrial,https://qatar.arablocal.com/business/view/al-rayyan-plastic-factory,2026-04-14 23:58:46,134288,Al Rayyan Plastic Factory,+974 44160777,,,,,Street 21 New,,,Qatar,Al Rayyan Plastic Factory,http://www.alrayyanplastics.com,,2356,
business-b2b,https://qatar.arablocal.com/business/view/crompton-intl-trdg-and-contg-co-wll,2026-04-14 23:58:47,134288,Crompton IntL Trdg and Contg Co Wll,+974 44681414,+974 55517324,,,,"Office 405 & 406, 4Th Flr, N B K - Musherib Bldg, Nr Doha Petrol Station, Musherib P.O.Box 37491",Office 405 & 406,Nr Doha Petrol Station,Qatar,Crompton IntL Trdg and Contg Co Wll,http://www.cromptonqatar.com,,1849,
cafeterias,https://qatar.arablocal.com/business/view/yallakora-playstation-cafe,2026-04-14 23:58:48,134288,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
business-b2b,https://qatar.arablocal.com/business/view/global-food-trading-co,2026-04-14 23:58:49,134288,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
contractors,https://qatar.arablocal.com/business/view/al-princess-construction-and-quarry,2026-04-14 23:58:50,134288,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
industrial,https://qatar.arablocal.com/business/view/alamodi-group-for-trading-and-contracting-building-materials,2026-04-14 23:58:52,134288,Alamodi group for trading and contracting building materials,+974 44426456,,,,,"25 Fareeq Bin Dirham, Building - 12,Al Manso ura",25 Fareeq Bin Dirham,Building - 12,Qatar,Alamodi group for trading and contracting building materials,http://www.alamodigroup.qa,,2326,
industrial,https://qatar.arablocal.com/business/view/arabian-engineers-consultants,2026-04-14 23:58:54,134288,Arabian Engineers Consultants,+974 44477932,+974 44478539,,,,"1St Flr, Bldg 2, Opp Airport New Arrival Terminal, Al Hitmi Village P.O.Box 7151",1St Flr,Opp Airport New Arrival Terminal,Qatar,"Founded in 1979, AEC is a consulting company providing design and supervision services (pre construction, during construction & post construction) primarily in building and roads.Comprising of multiple departments; multi discipline team along with the acquired services of numerous professionals; a modern and fully equipped office set up; AEC has executed numerous prestigious projects over the past 33 years.",http://www.aecdoha.com,,2260,
industrial,https://qatar.arablocal.com/business/view/alamodi-store,2026-04-14 23:58:57,134288,ALAMODI STORE,+974 44324943,,,,,"Clock Round About,Down Town",Clock Round About,,Qatar,ALAMODI STORE,http://www.alamodigroup.qa,,2247,
business-b2b,https://qatar.arablocal.com/business/view/helpline-hr-recruitment-consultants-agency-in-qatar-hr-policies-and-procedures,2026-04-14 23:58:58,134288,Helpline Hr Recruitment Consultants Agency In Qatar Hr Policies And Procedures,+974 30252440,,,,,"no.8, Building no, Opp.?Qatar, Navigation Plaza, 1st floor, Office, 153 C Ring Rd, Doha",no.8,153 C Ring Rd,Qatar,Helpline Hr Recruitment Consultants Agency In Qatar Hr Policies And Procedures,http://www.helplinehrconsulting.com,,1741,
cafeterias,https://qatar.arablocal.com/business/view/tea-time-abu-nakhlah,2026-04-14 23:59:00,134288,Tea Time Abu Nakhlah,+974 50893344,,,,,"Unnamed Road, Ab? Nakh?lah",Unnamed Road,,Qatar,Tea Time Abu Nakhlah,http://www.teatimeqatar.com,,1429,
business-b2b,https://qatar.arablocal.com/business/view/aljabor-group-holdings,2026-04-14 23:59:03,134288,AlJabor Group Holdings,+974 44445501,,,,,"238 C Ring Road, Door 1 Level 2? Doha, Qatar",238 C Ring Road,Door 1 Level 2? Doha,Qatar,AlJabor Group Holdings,http://www.aljabor.com,,1728,
contractors,https://qatar.arablocal.com/business/view/draieh-contracting-llc-draieh-logistic-services-co-wll,2026-04-14 23:59:06,134288,Draieh Contracting Llc Draieh Logistic Services Co Wll,+974 44425284,+974 44361127,,,,"Al Sadd Mosque, Ibn Umayah St, Doha, Qatar P.O.Box 5113",Al Sadd Mosque,Doha,Qatar,Draieh Contracting Llc Draieh Logistic Services Co Wll,http://www.damacgroup.com,,2037,
contractors,https://qatar.arablocal.com/business/view/mesopotamia-for-general-contracting-llc,2026-04-14 23:59:07,134288,Mesopotamia For General Contracting Llc,+974 44413475,,,,,"P.O. Box: 37232, C Ring Rd",P.O. Box: 37232,,Qatar,Mesopotamia For General Contracting Llc,http://www.mgc.qa,0,2015,
cafeterias,https://qatar.arablocal.com/business/view/caf-999,2026-04-14 23:59:08,134288,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
contractors,https://qatar.arablocal.com/business/view/ahmadi-indl-and-electrical-equipment,2026-04-14 23:59:09,134288,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
cafeterias,https://qatar.arablocal.com/business/view/tea-tent-cafeteria,2026-04-14 23:59:12,134288,Tea Tent Cafeteria,+974 44721715,,,,,Al Khor,,,Qatar,Tea Tent Cafeteria,,,1412,
cafeterias,https://qatar.arablocal.com/business/view/batteel-caf-doha-branch2,2026-04-14 23:59:13,134288,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
cafeterias,https://qatar.arablocal.com/business/view/shanab-cafe,2026-04-14 23:59:15,134288,Shanab Cafe,+974 40018080,,,,,City :,,,Qatar,Shanab Cafe,,,1402,
contractors,https://qatar.arablocal.com/business/view/al-qayed-trading-and-contg-al-qayed-holding-group,2026-04-14 23:59:16,134288,Al Qayed Trading and Contg Al Qayed Holding Group,+974 44072266,,,,,"P.O. Box: 158, D Ring Rd",P.O. Box: 158,,Qatar,Al Qayed Trading and Contg Al Qayed Holding Group,http://www.qayedco.com,0,1949,
contractors,https://qatar.arablocal.com/business/view/al-khayarin-group-trdg-and-contg-wll,2026-04-14 23:59:19,134288,Al Khayarin Group Trdg and Contg Wll,+974 44651179,+974 44775671,,,,"Nr Al Jazeera Arabia R / A, Bin Omran P.O.Box 37461",Nr Al Jazeera Arabia R / A,,Qatar,Al Khayarin Group Trdg and Contg Wll,http://www.alkhayaringroup.com,,1941,
contractors,https://qatar.arablocal.com/business/view/marbu-contracting-co-w-l-l-head-office,2026-04-14 23:59:21,134288,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
business-b2b,https://qatar.arablocal.com/business/view/al-emadi-business-center,2026-04-14 23:59:23,134288,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
cafeterias,https://qatar.arablocal.com/business/view/tea-day-cafe,2026-04-14 23:59:25,134288,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
industrial,https://qatar.arablocal.com/business/view/blue-house-companies-group,2026-04-14 23:59:31,134288,Blue House Companies Group,+974 44686453,,,,,"Salwa Rd, Doha, Qatar",Salwa Rd,Doha,Qatar,Blue House Companies Group,http://www.bluehouseautomaticdoors.com,,2203,
business-b2b,https://qatar.arablocal.com/business/view/mohmmed-hamad-al-mana-group,2026-04-14 23:59:33,134288,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
industrial,https://qatar.arablocal.com/business/view/bab-ishtar-group,2026-04-14 23:59:35,134288,Bab Ishtar Group,+974 44580618,+974 44580630,,,,"Ain Khaled R / A, Salwa Rd P.O.Box 20633",Ain Khaled R / A,,Qatar,Bab Ishtar Group,http://www.babishtargroup.com.qa,,2111,
cafeterias,https://qatar.arablocal.com/business/view/tea-time-al-khor-branch-2,2026-04-14 23:59:37,134288,Tea Time Al khor branch 2,+974 44443235,,,,,Al Khor,,,Qatar,Tea Time Al khor branch 2,http://www.teatimeqatar.com,,1336,
industrial,https://qatar.arablocal.com/business/view/bayan-kitchen-equipment,2026-04-14 23:59:38,134288,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
cafeterias,https://qatar.arablocal.com/business/view/crafter-cafe,2026-04-14 23:59:40,134288,Crafter Cafe,+974 66105830,,,,,Al KHOR NEW TOWN ROAD,,,Qatar,Crafter Cafe,http://www.crafter.qa,,1326,
business-b2b,https://qatar.arablocal.com/business/view/al-hamad-trading-est,2026-04-14 23:59:42,134288,Al Hamad Trading Est,+974 44688220,,,,,"Al Mana Business Centre-4, Bldg. No.151, Street 995, Zone 56, Wholesale Market, Abu Hamour, P.O. Box: 22577, Qatar",Al Mana Business Centre-4,P.O. Box: 22577,Qatar,Al Hamad Trading Est,http://www.alhamadtrading.com,,1704,
contractors,https://qatar.arablocal.com/business/view/aryan-cranes-and-heavy-equipment,2026-04-14 23:59:43,134288,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
contractors,https://qatar.arablocal.com/business/view/crompton-intl-trdg-and-contg-co-wll,2026-04-14 23:59:45,134288,Crompton IntL Trdg and Contg Co Wll,+974 44681414,+974 55517324,,,,"Office 405 & 406, 4Th Flr, N B K - Musherib Bldg, Nr Doha Petrol Station, Musherib P.O.Box 37491",Office 405 & 406,Nr Doha Petrol Station,Qatar,Crompton IntL Trdg and Contg Co Wll,http://www.cromptonqatar.com,,1849,
contractors,https://qatar.arablocal.com/business/view/qatar-arab-contractors,2026-04-14 23:59:46,134288,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
business-b2b,https://qatar.arablocal.com/business/view/al-derbasti-group,2026-04-14 23:59:48,134288,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
business-b2b,https://qatar.arablocal.com/business/view/al-riyadh-trading-and-contracting-co-wll,2026-04-14 23:59:52,134288,Al Riyadh Trading and Contracting Co Wll,+974 44435229,+974 44428334,,,,"15 - B Ring Rd, Doha qatar P.O.Box 1174 DOHA",15 - B Ring Rd,,Qatar,Al Riyadh Trading and Contracting Co Wll,http://www.almaadeedgroup.com,,1671,
industrial,https://qatar.arablocal.com/business/view/inox-kitchen-equipment,2026-04-14 23:59:54,134288,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
contractors,https://qatar.arablocal.com/business/view/ali-saz-international,2026-04-15 00:00:00,134288,Ali Saz International,+974 44506914,+974 44506913,,,,Salwa Rd P.O.Box 22903,,,Qatar,Ali Saz International,http://www.alisaz.com,,1835,
contractors,https://qatar.arablocal.com/business/view/al-anis-trading-co-wll,2026-04-15 00:00:03,134288,Al Anis Trading Co Wll,+974 55547863,+974 44517575,,,,Street 555/38 Gate no 15 Zone no 57? DOHA P.O.BOX 2806? Qatar,,,Qatar,"Al Anis Trading Company is a well known name in Qatar over 29 years in construction industry, specialized in hire of construction equipment and trading of certain brands of equipment and spares.Al Anis currently owns over 500 heavy construction machineries such as Cranes up to 600 Ton, Excavators, Tipper ,Trailers, Dump Trucks, Low beds, Loaders, Dozers, Crushers, Rollers, Generators, Telehandlers, ForkLifts, Manlifts, etc.",http://www.alanistrading.com,,1779,
industrial,https://qatar.arablocal.com/business/view/al-dana-aluminum-products-qatar,2026-04-15 00:00:04,134288,Al Dana Aluminum Products Qatar,+974 30009513,,,,,Ar-Rayyan,,,Qatar,Al Dana Aluminum Products Qatar,http://www.aldana.qa,,2049,
industrial,https://qatar.arablocal.com/business/view/almuftah-carpentry-al-muftah-group,2026-04-15 00:00:07,134288,Almuftah Carpentry Al Muftah Group,+974 44181859,,,,,"St 24, Zone 81, New Indl Area P.O.Box 875",St 24,Zone 81,Qatar,Almuftah Carpentry Al Muftah Group,http://www.almuftah.com,,2050,
contractors,https://qatar.arablocal.com/business/view/al-wefaq-engg-and-contg-co-wll,2026-04-15 00:00:09,134288,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
accomodation,https://qatar.arablocal.com/business/view/alfardan-gardens-9,2026-04-15 00:00:13,134288,Alfardan Gardens 9,+974 44146236,,,,,"Zone 55, Street 790, Abu Sidra, Doha",Zone 55,Abu Sidra,Qatar,Alfardan Gardens 9,http://www.danatqatar.qa,,3458,
accomodation,https://qatar.arablocal.com/business/view/al-itifaaq-st-zone-37-bin-omran,2026-04-15 01:14:52,138892,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
accomodation,https://qatar.arablocal.com/business/view/shaheen-group-of-companies-bin-lahban-mohannadi-commercial,2026-04-15 01:14:53,138892,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
accomodation,https://qatar.arablocal.com/business/view/ain-khalid-zone-56-street-834,2026-04-15 01:14:54,138892,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
contractors,https://qatar.arablocal.com/business/view/silver-falcon-contg-and-trdg-co-wll,2026-04-15 01:14:55,138892,Silver Falcon Contg and Trdg Co Wll,+974 44449970,+974 44449973,,,,"First Floor, Barwa Commercial Avenue, East Industrial Street, Safwa Building Street 24, Doha P.O.Box 37057",First Floor,Safwa Building Street 24,Qatar,Silver Falcon Contg and Trdg Co Wll,http://www.silver-falcon.com,,2363,
accomodation,https://qatar.arablocal.com/business/view/hbk-20-villas,2026-04-15 01:14:56,138892,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
accomodation,https://qatar.arablocal.com/business/view/alfardan-properties-co-soc-alfardan-group-holding-co-llc,2026-04-15 01:14:56,138892,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
accomodation,https://qatar.arablocal.com/business/view/al-asmakh-real-estate-development-co,2026-04-15 01:14:59,138892,Al Asmakh Real Estate Development Co,+974 44360265,+974 44485111,,,,"Behind Chili'S, Ramada Junction, C Ring Rd P.O.Box 9012",Behind Chili'S,Ramada Junction,Qatar,Al Asmakh Real Estate Development Co,http://www.alasmakhrealestate.com,,2275,
accomodation,https://qatar.arablocal.com/business/view/gardenia-village-compound,2026-04-15 01:14:59,138892,Gardenia Village Compound,,,,,,"Wadi Lusail, Al Sakhama",Wadi Lusail,,Qatar,Gardenia Village Compound,,,2599,
accomodation,https://qatar.arablocal.com/business/view/villa-arabesque,2026-04-15 01:15:01,138892,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
accomodation,https://qatar.arablocal.com/business/view/ahmed-hassan-bilal-trdg-and-contg-co-wll,2026-04-15 01:15:01,138892,Ahmed Hassan Bilal Trdg and Contg Co Wll,+974 44428877,,,,,"Al Asmakh Street, Al Areeq (Near Bank Street) P.O.Box 7848",Al Asmakh Street,,Qatar,Ahmed Hassan Bilal Trdg and Contg Co Wll,http://www.ahbqatar.com,,2341,
accomodation,https://qatar.arablocal.com/business/view/qatar-university-female-student-housing,2026-04-15 01:15:01,138892,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
accomodation,https://qatar.arablocal.com/business/view/education-city-male-student-housing,2026-04-15 01:15:03,138892,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
accomodation,https://qatar.arablocal.com/business/view/fmm-female-accommodation,2026-04-15 01:15:05,138892,Fmm Female Accommodation,+974 30530346,,,,,"Unnamed Road, Al Wukair, Qatar",Unnamed Road,Al Wukair,Qatar,Fmm Female Accommodation,http://www.fmm.com.qa,,2091,
accomodation,https://qatar.arablocal.com/business/view/al-ghanim-commercial-center,2026-04-15 01:15:06,138892,Al Ghanim Commercial Center,,,,,,"Salwa Rd, Doha",Salwa Rd,,Qatar,Al Ghanim Commercial Center,,,2078,
accomodation,https://qatar.arablocal.com/business/view/zone-53-street-888-al-maidan-street,2026-04-15 01:15:06,138892,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
accomodation,https://qatar.arablocal.com/business/view/education-city-female-student-housing,2026-04-15 01:15:07,138892,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
accomodation,https://qatar.arablocal.com/business/view/tihama-45-qatar-airways-crew-accommodation,2026-04-15 01:15:08,138892,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
accomodation,https://qatar.arablocal.com/business/view/al-ali-engineering-co-w-l-l-camp-38,2026-04-15 01:15:09,138892,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
accomodation,https://qatar.arablocal.com/business/view/al-qayed-real-estate-al-qayed-holding-group,2026-04-15 01:15:10,138892,Al Qayed Real Estate Al Qayed Holding Group,+974 44072255,,,,,D Ring Rd P.O.Box 158,,,Qatar,Al Qayed Real Estate Al Qayed Holding Group,http://www.alqayedrealestate.com,,2042,
accomodation,https://qatar.arablocal.com/business/view/al-muntada-34-villa-project,2026-04-15 01:15:12,138892,Al Muntada 34 Villa Project,+974 55577401,,,,,City :,,,Qatar,Al Muntada 34 Villa Project,,,1864,
restaurants,https://qatar.arablocal.com/business/view/al-nasriya-tower-cafeteria,2026-04-15 01:15:14,138892,Al Nasriya Tower Cafeteria,+974 44811466,,,,,"Gharrafat Al Rayyan Street, Ar-Rayyan",Gharrafat Al Rayyan Street,,Qatar,Al Nasriya Tower Cafeteria,http://www.business.site,,3184,
restaurants,https://qatar.arablocal.com/business/view/al-jassim-group,2026-04-15 01:15:14,138892,Al Jassim Group,+974 44329363,+974 44466222,,,,"15th Floor, Al Jassim TowerSuhaim Bin Hamad StreetC-Ring Road, Doha, Qatar P.O.Box 790",15th Floor,Doha,Qatar,Al Jassim Group,,,3202,
