Category,Name,Phone_1,Phone_2,Email,Location,Area,Governorate,Country,About,Website,Rating,Views,URL,Facebook,Instagram,Twitter,YouTube
contractors,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/abu-adel-engineering-and-mechanical-services-est-aaes,,,,
business-b2b,SGS Qatar W L L,+974 44621660,,,"9th Floor, Al Mana Tower, Airport Road, Doha, Qatar",9th Floor,Doha,Qatar,SGS Qatar W L L,http://www.sgs.com,,2057,https://qatar.arablocal.com/business/view/sgs-qatar-w-l-l,,,,
business-b2b,ALAMODI CENTER Exclusive showroom,,,,"Salwa Road,Midmac bridge Near almana Petrol",Salwa Road,,Qatar,ALAMODI CENTER Exclusive showroom,http://www.alamodigroup.qa,,2013,https://qatar.arablocal.com/business/view/alamodi-center-exclusive-showroom,,,,
contractors,Qatari Canadian Trading And Contracting And Services,+974 55558107,,,"Street 449, Doha",Street 449,,Qatar,Qatari Canadian Trading And Contracting And Services,,,2728,https://qatar.arablocal.com/business/view/qatari-canadian-trading-and-contracting-and-services,,,,
industrial,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/al-watan-aluminium-and-glass-factory,,,,
contractors,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/al-jaber-and-partners-for-construction-and-energy-projects-wll,,,,
business-b2b,Jana International Trading Co,+974 50830449,,,"Industrial Area, Ar, Rayyan",Industrial Area,Ar,Qatar,Jana International Trading Co,http://www.janaq8.com,,2001,https://qatar.arablocal.com/business/view/jana-international-trading-co,,,,
contractors,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/first-sendan-contracting-and-trading-co-w-l-l,,,,
cafeterias,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/nespresso-mall-of-qatar,,,,
industrial,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/al-watania-steel-al-watania-group,,,,
contractors,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/al-sadd-health-centre,,,,
business-b2b,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/al-alee-support-services,,,,
business-b2b,ALAMODI Accounts and Procurement,+974 44822830,,,"Salwa Road,Near almana Petrol ,Midmac bridge P.O.Box 304",Salwa Road,Near almana Petrol,Qatar,ALAMODI Accounts and Procurement,http://www.alamodigroup.qa,,1909,https://qatar.arablocal.com/business/view/alamodi-accounts-and-procurement,,,,
contractors,ISKAN Group for Trading and Contracting W L L,+974 44519593,,,"Al Yamama Street Bin Omran, Doha, Qatar",Al Yamama Street Bin Omran,Doha,Qatar,ISKAN Group for Trading and Contracting W L L,,0,2539,https://qatar.arablocal.com/business/view/iskan-group-for-trading-and-contracting-w-l-l,,,,
business-b2b,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/qnie-qatar-national-import-and-export-co,,,,
cafeterias,The Coffee Club,+974 44688749,,,City :,,,Qatar,The Coffee Club,,,1538,https://qatar.arablocal.com/business/view/the-coffee-club-1,,,,
industrial,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/al-khair-trading-and-aluminium-co-wll,,,,
contractors,Kashkool and Qanas trading contracting,+974 33501199,,,Doha,,,Qatar,Kashkool and Qanas trading contracting,,0,2514,https://qatar.arablocal.com/business/view/kashkool-and-qanas-trading-contracting,,,,
business-b2b,Al Jaber Group,+974 44375940,+974 44372551,,"Al Jaber Tower, Museum St, Corniche P.O.Box 22628",Al Jaber Tower,Museum St,Qatar,Al Jaber Group,http://www.aljaberqatar.com,,2370,https://qatar.arablocal.com/business/view/al-jaber-group,,,,
contractors,Al Khaleej Building Co Wll,+974 44340114,+974 44657855,,"Office 12, 1St Flr, Salwa Commercial Bldg,Nr Midmac R / A, Salwa Rd P.O.Box 5511",Office 12,Nr Midmac R / A,Qatar,Al Khaleej Building Co Wll,http://www.alkhaleejbuildings.com,,2460,https://qatar.arablocal.com/business/view/al-khaleej-building-co-wll,,,,
contractors,Al Baida Technical Svcs,+974 44128899,,,Al Noor Street Hazm Al Markhiya Doha Qatar PO Box 37772,,,Qatar,Al Baida Technical Svcs,http://www.albaidagroup.com,,2435,https://qatar.arablocal.com/business/view/al-baida-technical-svcs,,,,
contractors,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/umm-al-saneem-health-center,,,,
contractors,Astaldi Arabia Ltd,+974 44554703,+974 44672983,,"Al Mana Business Tower, C Ring Rd P.O.Box 23105",Al Mana Business Tower,,Qatar,Astaldi Arabia Ltd,http://www.astaldi.com,,2320,https://qatar.arablocal.com/business/view/astaldi-arabia-ltd,,,,
contractors,Mh Group Of Company,+974 74010840,,,City :,,,Qatar,Mh Group Of Company,,,2172,https://qatar.arablocal.com/business/view/mh-group-of-company,,,,
contractors,Al Hoar Manpower Agency,+974 44818503,+974 44818504,,"Umm Aldoum St, Maither ( North ) P.O.Box 11977",Umm Aldoum St,,Qatar,Al Hoar Manpower Agency,,,2130,https://qatar.arablocal.com/business/view/al-hoar-manpower-agency,,,,
cafeterias,Mazaya Cafe,+974 66249588,,,City :,,,Qatar,Mazaya Cafe,,,1523,https://qatar.arablocal.com/business/view/mazaya-cafe,,,,
cafeterias,Batteel Cafe Al Khor,+974 44157890,,info@batteel.com,Al Khor - Main street,,,Qatar,Batteel Cafe Al Khor,http://batteel.com/,,1500,https://qatar.arablocal.com/business/view/batteel-caf-al-khor-branch2,https://www.facebook.com/BatteelBakery,https://www.instagram.com/batteelbakery/,,
cafeterias,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/cinnabon-seattle-s-best-coffee-old-airport-road,,,,
cafeterias,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/aimee-s-cafe,,,,
business-b2b,Barcode bar and lounge doha,+974 55220424,,,"Near Qatar Islamic Museum?, Ras Abu Abboud St, Doha",Near Qatar Islamic Museum?,Ras Abu Abboud St,Qatar,Barcode bar and lounge doha,,,1870,https://qatar.arablocal.com/business/view/barcode-bar-and-lounge-doha,,,,
cafeterias,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/kof-cafe,,,,
contractors,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/al-huda-engineering-works,,,,
industrial,Al Rayyan Plastic Factory,+974 44160777,,,Street 21 New,,,Qatar,Al Rayyan Plastic Factory,http://www.alrayyanplastics.com,,2356,https://qatar.arablocal.com/business/view/al-rayyan-plastic-factory,,,,
cafeterias,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/yallakora-playstation-cafe,,,,
business-b2b,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/global-food-trading-co,,,,
contractors,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/al-princess-construction-and-quarry,,,,
industrial,Alamodi group for trading and contracting building materials,+974 44426456,,,"25 Fareeq Bin Dirham, Building - 12,Al Manso ura",25 Fareeq Bin Dirham,Building - 12,Qatar,Alamodi group for trading and contracting building materials,http://www.alamodigroup.qa,,2326,https://qatar.arablocal.com/business/view/alamodi-group-for-trading-and-contracting-building-materials,,,,
industrial,Arabian Engineers Consultants,+974 44477932,+974 44478539,,"1St Flr, Bldg 2, Opp Airport New Arrival Terminal, Al Hitmi Village P.O.Box 7151",1St Flr,Opp Airport New Arrival Terminal,Qatar,"Founded in 1979, AEC is a consulting company providing design and supervision services (pre construction, during construction & post construction) primarily in building and roads.Comprising of multiple departments; multi discipline team along with the acquired services of numerous professionals; a modern and fully equipped office set up; AEC has executed numerous prestigious projects over the past 33 years.",http://www.aecdoha.com,,2260,https://qatar.arablocal.com/business/view/arabian-engineers-consultants,,,,
industrial,ALAMODI STORE,+974 44324943,,,"Clock Round About,Down Town",Clock Round About,,Qatar,ALAMODI STORE,http://www.alamodigroup.qa,,2247,https://qatar.arablocal.com/business/view/alamodi-store,,,,
business-b2b,Helpline Hr Recruitment Consultants Agency In Qatar Hr Policies And Procedures,+974 30252440,,,"no.8, Building no, Opp.?Qatar, Navigation Plaza, 1st floor, Office, 153 C Ring Rd, Doha",no.8,153 C Ring Rd,Qatar,Helpline Hr Recruitment Consultants Agency In Qatar Hr Policies And Procedures,http://www.helplinehrconsulting.com,,1741,https://qatar.arablocal.com/business/view/helpline-hr-recruitment-consultants-agency-in-qatar-hr-policies-and-procedures,,,,
cafeterias,Tea Time Abu Nakhlah,+974 50893344,,,"Unnamed Road, Ab? Nakh?lah",Unnamed Road,,Qatar,Tea Time Abu Nakhlah,http://www.teatimeqatar.com,,1429,https://qatar.arablocal.com/business/view/tea-time-abu-nakhlah,,,,
business-b2b,AlJabor Group Holdings,+974 44445501,,,"238 C Ring Road, Door 1 Level 2? Doha, Qatar",238 C Ring Road,Door 1 Level 2? Doha,Qatar,AlJabor Group Holdings,http://www.aljabor.com,,1728,https://qatar.arablocal.com/business/view/aljabor-group-holdings,,,,
contractors,Draieh Contracting Llc Draieh Logistic Services Co Wll,+974 44425284,+974 44361127,,"Al Sadd Mosque, Ibn Umayah St, Doha, Qatar P.O.Box 5113",Al Sadd Mosque,Doha,Qatar,Draieh Contracting Llc Draieh Logistic Services Co Wll,http://www.damacgroup.com,,2037,https://qatar.arablocal.com/business/view/draieh-contracting-llc-draieh-logistic-services-co-wll,,,,
contractors,Mesopotamia For General Contracting Llc,+974 44413475,,,"P.O. Box: 37232, C Ring Rd",P.O. Box: 37232,,Qatar,Mesopotamia For General Contracting Llc,http://www.mgc.qa,0,2015,https://qatar.arablocal.com/business/view/mesopotamia-for-general-contracting-llc,,,,
cafeterias,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/caf-999,,,,
contractors,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/ahmadi-indl-and-electrical-equipment,,,,
cafeterias,Tea Tent Cafeteria,+974 44721715,,,Al Khor,,,Qatar,Tea Tent Cafeteria,,,1412,https://qatar.arablocal.com/business/view/tea-tent-cafeteria,,,,
cafeterias,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/batteel-caf-doha-branch2,,,,
cafeterias,Shanab Cafe,+974 40018080,,,City :,,,Qatar,Shanab Cafe,,,1402,https://qatar.arablocal.com/business/view/shanab-cafe,,,,
contractors,Al Qayed Trading and Contg Al Qayed Holding Group,+974 44072266,,,"P.O. Box: 158, D Ring Rd",P.O. Box: 158,,Qatar,Al Qayed Trading and Contg Al Qayed Holding Group,http://www.qayedco.com,0,1949,https://qatar.arablocal.com/business/view/al-qayed-trading-and-contg-al-qayed-holding-group,,,,
contractors,Al Khayarin Group Trdg and Contg Wll,+974 44651179,+974 44775671,,"Nr Al Jazeera Arabia R / A, Bin Omran P.O.Box 37461",Nr Al Jazeera Arabia R / A,,Qatar,Al Khayarin Group Trdg and Contg Wll,http://www.alkhayaringroup.com,,1941,https://qatar.arablocal.com/business/view/al-khayarin-group-trdg-and-contg-wll,,,,
contractors,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/marbu-contracting-co-w-l-l-head-office,,,,
business-b2b,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/al-emadi-business-center,,,,
cafeterias,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/tea-day-cafe,,,,
industrial,Blue House Companies Group,+974 44686453,,,"Salwa Rd, Doha, Qatar",Salwa Rd,Doha,Qatar,Blue House Companies Group,http://www.bluehouseautomaticdoors.com,,2203,https://qatar.arablocal.com/business/view/blue-house-companies-group,,,,
business-b2b,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/mohmmed-hamad-al-mana-group,,,,
industrial,Bab Ishtar Group,+974 44580618,+974 44580630,,"Ain Khaled R / A, Salwa Rd P.O.Box 20633",Ain Khaled R / A,,Qatar,Bab Ishtar Group,http://www.babishtargroup.com.qa,,2111,https://qatar.arablocal.com/business/view/bab-ishtar-group,,,,
cafeterias,Tea Time Al khor branch 2,+974 44443235,,,Al Khor,,,Qatar,Tea Time Al khor branch 2,http://www.teatimeqatar.com,,1336,https://qatar.arablocal.com/business/view/tea-time-al-khor-branch-2,,,,
industrial,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/bayan-kitchen-equipment,,,,
cafeterias,Crafter Cafe,+974 66105830,,,Al KHOR NEW TOWN ROAD,,,Qatar,Crafter Cafe,http://www.crafter.qa,,1326,https://qatar.arablocal.com/business/view/crafter-cafe,,,,
business-b2b,Al Hamad Trading Est,+974 44688220,,,"Al Mana Business Centre-4, Bldg. No.151, Street 995, Zone 56, Wholesale Market, Abu Hamour, P.O. Box: 22577, Qatar",Al Mana Business Centre-4,P.O. Box: 22577,Qatar,Al Hamad Trading Est,http://www.alhamadtrading.com,,1704,https://qatar.arablocal.com/business/view/al-hamad-trading-est,,,,
contractors,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/aryan-cranes-and-heavy-equipment,,,,
contractors,Crompton IntL Trdg and Contg Co Wll,+974 44681414,+974 55517324,,"Office 405 & 406, 4Th Flr, N B K - Musherib Bldg, Nr Doha Petrol Station, Musherib P.O.Box 37491",Office 405 & 406,Nr Doha Petrol Station,Qatar,Crompton IntL Trdg and Contg Co Wll,http://www.cromptonqatar.com,,1849,https://qatar.arablocal.com/business/view/crompton-intl-trdg-and-contg-co-wll,,,,
contractors,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/qatar-arab-contractors,,,,
business-b2b,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/al-derbasti-group,,,,
business-b2b,Al Riyadh Trading and Contracting Co Wll,+974 44435229,+974 44428334,,"15 - B Ring Rd, Doha qatar P.O.Box 1174 DOHA",15 - B Ring Rd,,Qatar,Al Riyadh Trading and Contracting Co Wll,http://www.almaadeedgroup.com,,1671,https://qatar.arablocal.com/business/view/al-riyadh-trading-and-contracting-co-wll,,,,
industrial,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/inox-kitchen-equipment,,,,
contractors,Ali Saz International,+974 44506914,+974 44506913,,Salwa Rd P.O.Box 22903,,,Qatar,Ali Saz International,http://www.alisaz.com,,1835,https://qatar.arablocal.com/business/view/ali-saz-international,,,,
contractors,Al Anis Trading Co Wll,+974 55547863,+974 44517575,,Street 555/38 Gate no 15 Zone no 57? DOHA P.O.BOX 2806? Qatar,,,Qatar,"Al Anis Trading Company is a well known name in Qatar over 29 years in construction industry, specialized in hire of construction equipment and trading of certain brands of equipment and spares.Al Anis currently owns over 500 heavy construction machineries such as Cranes up to 600 Ton, Excavators, Tipper ,Trailers, Dump Trucks, Low beds, Loaders, Dozers, Crushers, Rollers, Generators, Telehandlers, ForkLifts, Manlifts, etc.",http://www.alanistrading.com,,1779,https://qatar.arablocal.com/business/view/al-anis-trading-co-wll,,,,
industrial,Al Dana Aluminum Products Qatar,+974 30009513,,,Ar-Rayyan,,,Qatar,Al Dana Aluminum Products Qatar,http://www.aldana.qa,,2049,https://qatar.arablocal.com/business/view/al-dana-aluminum-products-qatar,,,,
industrial,Almuftah Carpentry Al Muftah Group,+974 44181859,,,"St 24, Zone 81, New Indl Area P.O.Box 875",St 24,Zone 81,Qatar,Almuftah Carpentry Al Muftah Group,http://www.almuftah.com,,2050,https://qatar.arablocal.com/business/view/almuftah-carpentry-al-muftah-group,,,,
contractors,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/al-wefaq-engg-and-contg-co-wll,,,,
accomodation,Alfardan Gardens 9,+974 44146236,,,"Zone 55, Street 790, Abu Sidra, Doha",Zone 55,Abu Sidra,Qatar,Alfardan Gardens 9,http://www.danatqatar.qa,,3458,https://qatar.arablocal.com/business/view/alfardan-gardens-9,,,,
accomodation,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/al-itifaaq-st-zone-37-bin-omran,,,,
accomodation,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/shaheen-group-of-companies-bin-lahban-mohannadi-commercial,,,,
accomodation,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/ain-khalid-zone-56-street-834,,,,
contractors,Silver Falcon Contg and Trdg Co Wll,+974 44449970,+974 44449973,,"First Floor, Barwa Commercial Avenue, East Industrial Street, Safwa Building Street 24, Doha P.O.Box 37057",First Floor,Safwa Building Street 24,Qatar,Silver Falcon Contg and Trdg Co Wll,http://www.silver-falcon.com,,2363,https://qatar.arablocal.com/business/view/silver-falcon-contg-and-trdg-co-wll,,,,
accomodation,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/hbk-20-villas,,,,
accomodation,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/alfardan-properties-co-soc-alfardan-group-holding-co-llc,,,,
accomodation,Al Asmakh Real Estate Development Co,+974 44360265,+974 44485111,,"Behind Chili'S, Ramada Junction, C Ring Rd P.O.Box 9012",Behind Chili'S,Ramada Junction,Qatar,Al Asmakh Real Estate Development Co,http://www.alasmakhrealestate.com,,2275,https://qatar.arablocal.com/business/view/al-asmakh-real-estate-development-co,,,,
accomodation,Gardenia Village Compound,,,,"Wadi Lusail, Al Sakhama",Wadi Lusail,,Qatar,Gardenia Village Compound,,,2599,https://qatar.arablocal.com/business/view/gardenia-village-compound,,,,
accomodation,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/villa-arabesque,,,,
accomodation,Ahmed Hassan Bilal Trdg and Contg Co Wll,+974 44428877,,,"Al Asmakh Street, Al Areeq (Near Bank Street) P.O.Box 7848",Al Asmakh Street,,Qatar,Ahmed Hassan Bilal Trdg and Contg Co Wll,http://www.ahbqatar.com,,2341,https://qatar.arablocal.com/business/view/ahmed-hassan-bilal-trdg-and-contg-co-wll,,,,
accomodation,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/qatar-university-female-student-housing,,,,
accomodation,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/education-city-male-student-housing,,,,
accomodation,Fmm Female Accommodation,+974 30530346,,,"Unnamed Road, Al Wukair, Qatar",Unnamed Road,Al Wukair,Qatar,Fmm Female Accommodation,http://www.fmm.com.qa,,2091,https://qatar.arablocal.com/business/view/fmm-female-accommodation,,,,
accomodation,Al Ghanim Commercial Center,,,,"Salwa Rd, Doha",Salwa Rd,,Qatar,Al Ghanim Commercial Center,,,2078,https://qatar.arablocal.com/business/view/al-ghanim-commercial-center,,,,
accomodation,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/zone-53-street-888-al-maidan-street,,,,
accomodation,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/education-city-female-student-housing,,,,
accomodation,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/tihama-45-qatar-airways-crew-accommodation,,,,
accomodation,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/al-ali-engineering-co-w-l-l-camp-38,,,,
accomodation,Al Qayed Real Estate Al Qayed Holding Group,+974 44072255,,,D Ring Rd P.O.Box 158,,,Qatar,Al Qayed Real Estate Al Qayed Holding Group,http://www.alqayedrealestate.com,,2042,https://qatar.arablocal.com/business/view/al-qayed-real-estate-al-qayed-holding-group,,,,
accomodation,Al Muntada 34 Villa Project,+974 55577401,,,City :,,,Qatar,Al Muntada 34 Villa Project,,,1864,https://qatar.arablocal.com/business/view/al-muntada-34-villa-project,,,,
restaurants,Al Nasriya Tower Cafeteria,+974 44811466,,,"Gharrafat Al Rayyan Street, Ar-Rayyan",Gharrafat Al Rayyan Street,,Qatar,Al Nasriya Tower Cafeteria,http://www.business.site,,3184,https://qatar.arablocal.com/business/view/al-nasriya-tower-cafeteria,,,,
restaurants,Al Jassim Group,+974 44329363,+974 44466222,,"15th Floor, Al Jassim TowerSuhaim Bin Hamad StreetC-Ring Road, Doha, Qatar P.O.Box 790",15th Floor,Doha,Qatar,Al Jassim Group,,,3202,https://qatar.arablocal.com/business/view/al-jassim-group,,,,
restaurants,Antakya Restaurant Al Wakrah,+974 44647799,,,Al Wakrah,,,Qatar,Antakya Restaurant Al Wakrah,,,3023,https://qatar.arablocal.com/business/view/antakya-restaurant-al-wakrah,,,,
restaurants,Al Naseem Kitchen,+974 50811177,,,"Unnamed Road Umm ?al?l, Umm ?al?l 'Al?",Unnamed Road Umm ?al?l,,Qatar,Al Naseem Kitchen,,,2665,https://qatar.arablocal.com/business/view/al-naseem-kitchen,,,,
restaurants,Al Danah Trading And Contracting Co,+974 44329777,+974 55518200,,"Souq Najd, Salwa Rd P.O.Box 2044",Souq Najd,,Qatar,Al Danah Trading And Contracting Co,,,2943,https://qatar.arablocal.com/business/view/al-danah-trading-and-contracting-co,,,,
restaurants,Al Shaibani Restaurant And Makhbazah,+974 44761980,,,Unnamed Road,,,Qatar,Al Shaibani Restaurant And Makhbazah,,,2432,https://qatar.arablocal.com/business/view/al-shaibani-restaurant-and-makhbazah,,,,
restaurants,Barzan Popular Kitchens,,,,Umm Salal Muhammed,,,Qatar,Barzan Popular Kitchens,,,2372,https://qatar.arablocal.com/business/view/barzan-popular-kitchens,,,,
restaurants,Al Ahrar Hotel and Catering Supplies Wll,+974 44329191,,,"Al Saad Sports Club Compound , Doha Qatar.? Next to Al Bateel Travels? Doha, Qatar P.O.Box 30917 WAKRAH",Al Saad Sports Club Compound,Doha Qatar.? Next to Al Bateel Travels? Doha,Qatar,Al Ahrar Hotel and Catering Supplies Wll,http://www.alahraronline.com,,2422,https://qatar.arablocal.com/business/view/al-ahrar-hotel-and-catering-supplies-wll,,,,
restaurants,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/bursa-istanbul-central-restaurant,,,,
restaurants,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/al-wakeel-restaurant,,,,
restaurants,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/almana-restaurants-and-food-co-wll-mcdonalds-qatar-al-jamajim-st-doha,,,,
restaurants,Almana Restaurants and Food Co Wll Mcdonalds Qatar Bani hajr area Doha,,,,"Bani Hajr area, Bldg #16, Zone 51 St. 1143,Almeera Rawdat Eg Daim P.O.Box 9440",Bani Hajr area,Zone 51 St. 1143,Qatar,Almana Restaurants and Food Co Wll Mcdonalds Qatar Bani hajr area Doha,http://www.mcdonaldsarabia.com,,2076,https://qatar.arablocal.com/business/view/almana-restaurants-and-food-co-wll-mcdonalds-qatar-bani-hajr-area-doha,,,,
logistics,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/ags-relocations,,,,
restaurants,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/basha-istanbul-restaurant,,,,
restaurants,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/century-restaurant-asian-town,,,,
contractors,Power Systems and Information Technology PSTech,+974 40052828,,,"Doha, Qatar",Doha,,Qatar,Power Systems and Information Technology PSTech,http://www.emfigroup.com,0,1762,https://qatar.arablocal.com/business/view/power-systems-and-information-technology-pstech,,,,
contractors,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/nador-maintenance,,,,
restaurants,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/afghan-brothers-restaurant-al-nasar-furousiya-ar-rayyan,,,,
contractors,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/afridi-trading-and-contg-wll,,,,
food-b2b,Lulu Hypermarket Al Gharrafa,+974 44074000,,,"51 Al Shamal Road Al Gharrafa, Doha, Qatar",51 Al Shamal Road Al Gharrafa,Doha,Qatar,"LuLu Hypermarket, the retail division of the multidimensional and multinational LuLu Group International has always been known as a trend setter of the retail industry in the region. Today, LuLu symbolizes quality retailing with 192 stores and is immensely popular with the discerning shoppers across the Gulf region.With its pleasant and novel variation from the usual supermarkets, LuLu offers an ultra-modern shopping ambience by integrating all conceivable needs of the consumers under one roo...",http://www.luluhypermarket.com/en-qa?fbclid=IwAR1HPxQMnz45kii5WJU-G6k4I7wXS49eL53TC0nChdHsNJ9J9Y2kJ4M1r_Y,0,6701,https://qatar.arablocal.com/business/view/lulu-hypermarket-al-gharrafa,https://www.facebook.com/LuLuHypermarket/?brand_redir=1467622770231238,https://www.instagram.com/luluhyperqa/,https://twitter.com/luluhyperQA,https://www.youtube.com/user/luluhypermarkets
restaurants,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/bye-bye-restaurant-ain-khalid,,,,
logistics,Alta Vista Real Estate And Trading,+974 30322712,,,"Street 38, Doha",Street 38,,Qatar,Alta Vista Real Estate And Trading,,,2974,https://qatar.arablocal.com/business/view/alta-vista-real-estate-and-trading,,,,
restaurants,Afghan Palace Restaurant,+974 44317979,+974 50317979,,"Indl Area, Wakalat St. St 3, ( Near Qnb / Kfc ) P.O.Box 63772",Indl Area,Wakalat St. St 3,Qatar,Afghan Palace Restaurant,,,2214,https://qatar.arablocal.com/business/view/afghan-palace-restaurant,,,,
contractors,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/eid-bin-mohd-al-thani-and-sons-co,,,,
logistics,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/trans-orient-air-cargo,,,,
