Category,Name,Phone_1,Phone_2,Phone_3,Email,Location,Area,Governorate,Country,About,Website,Rating,Views,Fax,URL,Facebook,Instagram,LinkedIn,Twitter,YouTube
business-b2b,Al Suraa Al Faiqah Electrical Devices Trading,+971 65562505,,,,"Tehsil Building - Block B, 1st Floor, Industrial Area 13,",Industrial Area,Sharjah,UAE,Al Suraa Al Faiqah Electrical Devices Trading,,,1260,,https://uae.arablocal.com/business/view/al-suraa-al-faiqah-electrical-devices-trading,,,,,
industrial,Union Fiber Glass Factory LLC Jebel Ali Dubai,+971 45515847,+971 505354957,,,"4th Floor, Ibn Batuta Building, Office # 403/C,",Jebel Ali,Dubai,UAE,Union Fiber Glass Factory LLC Jebel Ali Dubai,http://www.unionfibreglass.com/,,2581,,https://uae.arablocal.com/business/view/union-fiber-glass-factory-llc-jebel-ali-dubai,,,,,
business-b2b,East Sun Trading,+971 42732812,,,,Area :,Dubai Others,Dubai,UAE,"East Sun Trading is located in Dubai, UAE. Company is working in Trading, Blankets, Towels, Linens Trading business activities. If you have any questions, please contact us",,,1259,,https://uae.arablocal.com/business/view/east-sun-trading,,,,,
industrial,Ahmad Talha Carton Boxes Factory LLC,+971 65384814,+971 503265409,,,"Warehouse #54,",Industrial Area 12,Sharjah,UAE,Ahmad Talha Carton Boxes Factory LLC,,,2506,,https://uae.arablocal.com/business/view/ahmad-talha-carton-boxes-factory-llc,,,,,
construction,Al Amana Marble and Granite Factory,+971 67407950,,,,"Ground Floor,",Al Rashidiya 1,Ajman,UAE,Al Amana Marble and Granite Factory,,,2245,,https://uae.arablocal.com/business/view/al-amana-marble-and-granite-factory,,,,,
industrial,Mohammed Ibrahim Haji Aluminium Trading,+971 42691523,,,,"Al Khabaisi,",Deira,Dubai,UAE,Mohammed Ibrahim Haji Aluminium Trading,,,2496,,https://uae.arablocal.com/business/view/mohammed-ibrahim-haji-aluminium-trading,,,,,
construction,Emirates Precast Fences Factory Aswar,+971 25500911,,,,"Mussafah,",Al Selmiyyah,Abu Dhabi,UAE,Emirates Precast Fences Factory Aswar,,0,2254,,https://uae.arablocal.com/business/view/emirates-precast-fences-factory-aswar,,,,,
industrial,Al Wadi Sanitary Wares Company LLC Mussafah Abu Dhabi,+971 25551941,,,,"Mussafah (M-9),",Musaffah,Abu Dhabi,UAE,Al Wadi Sanitary Wares Company LLC Mussafah Abu Dhabi,,,2463,,https://uae.arablocal.com/business/view/al-wadi-sanitary-wares-company-llc-mussafah-abu-dhabi,,,,,
industrial,Sawas Kitchen Equipment Co LLC Sharjah,+971 65554410,,,,"Ground Floor, Sawas kitchen & Bakeries Equip Building, Jamal Abdel Nasser Road, Al Majaz 2,",Al Majaz District,Sharjah,UAE,Sawas Kitchen Equipment Co LLC Sharjah,,,2447,,https://uae.arablocal.com/business/view/sawas-kitchen-equipment-co-llc-sharjah,,,,,
industrial,Al Abbar Glass and Trading Co,+971 43331588,,,,Dubai,Ras Al Khor Industrial Area 2,Dubai,UAE,Al Abbar Glass and Trading Co,,,2363,,https://uae.arablocal.com/business/view/al-abbar-glass-and-trading-co,,,,,
industrial,Cosmoplast Industrial Co LLC,+971 65331264,,,,Sharjah,Industrial Area 1,Sharjah,UAE,Cosmoplast Industrial Co LLC,,,2347,,https://uae.arablocal.com/business/view/cosmoplast-industrial-co-llc,,,,,
industrial,Blue Sea Metal Scrap Trading LLC Sharjah,+971 65310629,,,,"Ground Floor, Al Dhaid Road,",Saja'a Industrial,Sharjah,UAE,Blue Sea Metal Scrap Trading LLC Sharjah,http://www.blueseametal.com/,,2294,,https://uae.arablocal.com/business/view/blue-sea-metal-scrap-trading-llc-sharjah,,,,,
construction,Abdul Aziz Al Majid Est,+971 42664116,,,,"Al Muraqqabat,",Deira,Dubai,UAE,Abdul Aziz Al Majid Est,,,2164,,https://uae.arablocal.com/business/view/abdul-aziz-al-majid-est,,,,,
construction,Al Tamayoz Contracting Co L.L.C,+971 43520985,,,,"1st Floor, Unimix, 102-104, Sheikh Zayed Rd,",Al Quoz 3,Dubai,UAE,Al Tamayoz Contracting Co L.L.C,,,2159,,https://uae.arablocal.com/business/view/al-tamayoz-contracting-co-l-l-c,,,,,
industrial,Al Fajer Detergent Industries Co LLC,+971 67436675,,,,Ajman,Ajman Industrial 1,Ajman,UAE,Al Fajer Detergent Industries Co LLC,,,2291,,https://uae.arablocal.com/business/view/al-fajer-detergent-industries-co-llc,,,,,
business-b2b,Huawei Tech UAE FZ LLC,+971 43915608,,,,Dubai,Al Sufouh 2,Dubai,UAE,Huawei Tech UAE FZ LLC,,,1564,,https://uae.arablocal.com/business/view/huawei-tech-uae-fz-llc,,,,,
industrial,Al Sharqia Gypsum and Ceramic Factory,+971 37213433,,,,Abu Dhabi,Al Ain,Abu Dhabi,UAE,Al Sharqia Gypsum and Ceramic Factory,,,2274,,https://uae.arablocal.com/business/view/al-sharqia-gypsum-and-ceramic-factory,,,,,
construction,Al Khalidiya Concrete Readymix,+971 37213070,,,,Abu Dhabi,Al Ain,Abu Dhabi,UAE,Al Khalidiya Concrete Readymix,,,2099,,https://uae.arablocal.com/business/view/al-khalidiya-concrete-readymix,,,,,
construction,Tamil Sandhai Supermarket L L C,+971 25500911,,,,Abu Dhabi,I CAD 1,Abu Dhabi,UAE,Tamil Sandhai Supermarket L L C,,,2147,,https://uae.arablocal.com/business/view/tamil-sandhai-supermarket-l-l-c,,,,,
industrial,Abdul Aziz Jassem Textiles LLC,+971 42353947,,,,"Ground Floor, Al Buteen Building, Shop # 11, Murshid Bazaar Road,",Deira,Dubai,UAE,Abdul Aziz Jassem Textiles LLC,,,2254,,https://uae.arablocal.com/business/view/abdul-aziz-jassem-textiles-llc,,,,,
industrial,Al Bayan Kitchen Equipment LLC Sharjah,+971 65550991,,,,Sharjah,Industrial Area 4,Sharjah,UAE,Al Bayan Kitchen Equipment LLC Sharjah,,,2254,,https://uae.arablocal.com/business/view/al-bayan-kitchen-equipment-llc-sharjah,,,,,
business-b2b,A A Trading LLC,+971 3248000,,,,Box No. 50837,Dubai Others,Dubai,UAE,"A A TRADING LLC is located in Dubai, UAE. Company is working in Trading business activities. Visit our company website for more information about us : http://www.aqili.com",http://www.aqili.com,,1228,,https://uae.arablocal.com/business/view/a-a-trading-llc,,,,,
construction,Abu Faisal Auto Motive Parts LLC Mussafah Abu Dhabi,+971 25555414,,,,"Shop #3, Ground Floor, Plot #57, Mussafah (M-11),",Musaffah,Abu Dhabi,UAE,Abu Faisal Auto Motive Parts LLC Mussafah Abu Dhabi,,,2099,,https://uae.arablocal.com/business/view/abu-faisal-auto-motive-parts-llc-mussafah-abu-dhabi,,,,,
construction,Al Muhairy General Contracting Co Industrial Area Abu Dhabi,+971 26334100,,,,Abu Dhabi,Industrial Area,Abu Dhabi,UAE,Al Muhairy General Contracting Co Industrial Area Abu Dhabi,,,2083,,https://uae.arablocal.com/business/view/al-muhairy-general-contracting-co-industrial-area-abu-dhabi,,,,,
construction,Abu Faisal Automotive Parts LLC Sharjah,+971 65390882,,,,"Ground Floor, Office # 4, Caterpillar Road,",Industrial Area,Sharjah,UAE,Abu Faisal Automotive Parts LLC Sharjah,,,2135,,https://uae.arablocal.com/business/view/abu-faisal-automotive-parts-llc-sharjah,,,,,
industrial,Professional Laundry Equipment Trading PLET Al rashidiya Dubai,+971 46085578,+971 504503667,,,"Professional Laundry Building, Street # 32-A, Umm Ramool,",Al Rashidiya,Dubai,UAE,Professional Laundry Equipment Trading PLET Al rashidiya Dubai,http://alhathboor.com/,,2229,,https://uae.arablocal.com/business/view/professional-laundry-equipment-trading-plet-al-rashidiya-dubai,,,,,
business-b2b,110 General Trading LLC,+971 2738510,,,,Box No. 11217,Dubai Others,Dubai,UAE,"110 GENERAL TRADING LLC is located in Dubai, UAE. Company is working in Trading business activities.",,,1214,,https://uae.arablocal.com/business/view/110-general-trading-llc,,,,,
industrial,Al Bahar Caterpillar,+971 65433555,,,,"Al-Wasit Street,",Industrial Area 3,Sharjah,UAE,Al Bahar Caterpillar,,,2222,,https://uae.arablocal.com/business/view/al-bahar-caterpillar,,,,,
business-b2b,Abu Faisal Services Est,+971 37654783,,,,"Khalifa Street,",Al Ain,Abu Dhabi,UAE,Abu Faisal Services Est,,,1209,,https://uae.arablocal.com/business/view/abu-faisal-services-est,,,,,
business-b2b,Delma Co-Operative Society,+971 26669440,,,,Abu Dhabi,Al Danah,Abu Dhabi,UAE,Delma Co-Operative Society,,,1536,,https://uae.arablocal.com/business/view/delma-co-operative-society,,,,,
industrial,Atlas Plastic Factory LLC,+971 43479793,,,,"Al Quoz Industrial,",Al Quoz,Dubai,UAE,Atlas Plastic Factory LLC,,,2197,,https://uae.arablocal.com/business/view/atlas-plastic-factory-llc,,,,,
business-b2b,ASC FZ LLC,+971 44293900,,,,"2nd Floor, Building 4,",Dubai Outsource Zone,Dubai,UAE,,,,1197,,https://uae.arablocal.com/business/view/asc-fz-llc,,,,,
construction,Ajman Cement Co,+971 67481999,,,,Ajman,Al Jerf Industrial 3,Ajman,UAE,Ajman Cement Co,,,2075,,https://uae.arablocal.com/business/view/ajman-cement-co,,,,,
business-b2b,Chloride Industrial Middle East,+971 43915333,,,,P.O Box 500221,Al Qusais,Dubai,UAE,"Chloride Industrial Middle East is located in Dubai, UAE. Company is working in Others business activities. If you have any questions, please contact us",http://www.ascentattestation,,1196,,https://uae.arablocal.com/business/view/chloride-industrial-middle-east,,,,,
business-b2b,Al Sariya General Trading,+971 42266110,,,,Al Shamal St,Dubai Others,Dubai,UAE,"AL SARIYA GENERAL TRADING is located in Dubai, UAE. Company is working in Overseas Business, Import and Export Agents, Trading business activities. If you have any questions, please contact us",,,1195,,https://uae.arablocal.com/business/view/al-sariya-general-trading,,,,,
business-b2b,Ali Khalifa Ali Trading LLC,,,,,"Ground Floor, Bin Thani Building,",Deira,Dubai,UAE,Ali Khalifa Ali Trading LLC,,,1496,,https://uae.arablocal.com/business/view/ali-khalifa-ali-trading-llc,,,,,
business-b2b,AppWhiz,+971 42949442,,,,"Business Avenue Building, Suite # 806, Sheikh Rashid Road,",Al Khabaisi,Dubai,UAE,,,,1192,,https://uae.arablocal.com/business/view/appwhiz,,,,,
business-b2b,Links Commercial Brokers LLC,+971 43325777,,,,"Third Floor, Fairmont Hotel, Sheikh Zayed Road,",Trade Center,Dubai,UAE,Links Commercial Brokers LLC,,,1181,,https://uae.arablocal.com/business/view/links-commercial-brokers-llc,,,,,
business-b2b,Alwafaa Group,,,,,"Mezzanine Floor , Atrium Building / NBQ Bank Building, Office # M23, Al Doha Street, Abu Hail,",Deira,Dubai,UAE,Alwafaa Group,,,1182,,https://uae.arablocal.com/business/view/alwafaa-group,,,,,
business-b2b,Leadergate Typing and Administration,+971 25566051,,,,"Ground Floor, Building # 13, Mussafah (M-9),",Musaffah,Abu Dhabi,UAE,Leadergate Typing and Administration,,,1160,,https://uae.arablocal.com/business/view/leadergate-typing-and-administration,,,,,
construction,Best Block and Precast Products Factory,+971 67439332,,,,Ajman,Al Jerf Industrial 1,Ajman,UAE,Best Block and Precast Products Factory,,,2049,,https://uae.arablocal.com/business/view/best-block-and-precast-products-factory,,,,,
business-b2b,Al Baraka Manpower Supply Services,+971 42628816,,,,Dubai,Hor Al Anz,Dubai,UAE,Al Baraka Manpower Supply Services,,,1155,,https://uae.arablocal.com/business/view/al-baraka-manpower-supply-services,,,,,
industrial,International Rubber Company LLC,+971 48859880,,,,"Ground Floor, Warehouse, Dubai Investment Park (DIP) First,",Jebel Ali,Dubai,UAE,International Rubber Company LLC,,,2180,,https://uae.arablocal.com/business/view/international-rubber-company-llc,,,,,
business-b2b,Etisalat Business Center Dubai,+971 800 5800,,,,"Etisalat Business Center, Etisalat Bulding, Near Jabal Ali Police Station",Jebel Ali,Dubai,UAE,"7) - Free calling number for private users in the UAE: 101 - For private users outside the UAE: +971 800 2 300 - Free calling number for business users in the UAE: 800 5800 - For business users outside the UAE: +971 800 5800 https://www.etisalat.ae Etisalat is the UAE's leading telecommunications operator. https://itunes.apple.com/ae/app/etisalat-uae/id866147547?mt=8 My Etisalat App UAE ETISALAT CORPORATION Headquartered in Abu Dhabi, UAE etisalat serves 11.6 million resident customers and ov...",http://speedtest.etisalat.ae,,1152,,https://uae.arablocal.com/business/view/etisalat-business-center-dubai,,,,,
business-b2b,Belad Alkhair General Trading LLC,+971 2583559,,,,Box No. 7648,Dubai Airport Free Zone,Dubai,UAE,"BELAD ALKHAIR GENERAL TRADING LLC is located in Dubai, UAE. Company is working in Trading business activities.",,,1149,,https://uae.arablocal.com/business/view/belad-alkhair-general-trading-llc,,,,,
industrial,Al Khowahir Chemicals Mat Trading LLC Sharjah,+971 65424694,,,,"Ground Floor, Salah Bin Salah Building, Caterpillar Street, Industrial Area 2,",Industrial Area,Sharjah,UAE,Al Khowahir Chemicals Mat Trading LLC Sharjah,,,2178,,https://uae.arablocal.com/business/view/al-khowahir-chemicals-mat-trading-llc-sharjah,,,,,
industrial,Ibn Al Haj Chemicals,+971 43426464,,,,"Plot # TP 040316,",Dubai World Central,Dubai,UAE,Ibn Al Haj Chemicals,http://www.iahchemicals.com/,,2154,,https://uae.arablocal.com/business/view/ibn-al-haj-chemicals,,,,,
construction,Al Yamama Pile Foundation LLC,+971 67494199,,,,Ajman,Al Muwaihat 2,Ajman,UAE,Al Yamama Pile Foundation LLC,,,2015,,https://uae.arablocal.com/business/view/al-yamama-pile-foundation-llc,,,,,
construction,Abr Al Khaleej Construction,+971 26711881,,,,Abu Dhabi,Al Danah,Abu Dhabi,UAE,Abr Al Khaleej Construction,,,2031,,https://uae.arablocal.com/business/view/abr-al-khaleej-construction,,,,,
business-b2b,Fitra International Fzco,+971 48045300,,,,P.O Box 16946,Dubai Others,Dubai,UAE,"Fitra International FZCO is located in Dubai, UAE. Company is working in Others business activities. If you have any questions, please contact us",,,1142,,https://uae.arablocal.com/business/view/fitra-international-fzco,,,,,
industrial,Abu Dhabi Weaving and Cloak Tailoring Factory,+971 25554187,,,,Abu Dhabi,Mussafah 14,Abu Dhabi,UAE,Abu Dhabi Weaving and Cloak Tailoring Factory,,,2141,,https://uae.arablocal.com/business/view/abu-dhabi-weaving-and-cloak-tailoring-factory,,,,,
industrial,Noor Asadi Mirror and Frames L.L.C,+971 25552460,,,,"Plot No # 28, Mussafah (M-13),",Musaffah,Abu Dhabi,UAE,Noor Asadi Mirror and Frames L.L.C,,,2107,,https://uae.arablocal.com/business/view/noor-asadi-mirror-and-frames-l-l-c,,,,,
business-b2b,Cactus General Trading LLC,+971 44477428,,,,P.O. Box: 234307,Sharjah Others,Sharjah,UAE,"Cactus Gen Trdg LLC is located in Dubai, UAE. Company is working in Small Business, General Traders business activities.",,,1131,,https://uae.arablocal.com/business/view/cactus-general-trading-llc,,,,,
industrial,Crown Emirates Co Ltd,+971 48835452,,,,"Plot WWA, Office #160, Jebel Ali,",Jebel Ali Freezone,Dubai,UAE,Crown Emirates Co Ltd,,,2097,,https://uae.arablocal.com/business/view/crown-emirates-co-ltd,,,,,
construction,Abdul Latif Mohammed Al Zarooni Contracting Co,+971 67656236,,,,Umm Al Quwain,Al Hawiyah,Umm Al Quwain,UAE,Abdul Latif Mohammed Al Zarooni Contracting Co,,,2016,,https://uae.arablocal.com/business/view/abdul-latif-mohammed-al-zarooni-contracting-co,,,,,
industrial,Al Ain Glass and Mirrors Factory,+971 67432179,,,,Ajman,Ajman Industrial 2,Ajman,UAE,Al Ain Glass and Mirrors Factory,,,2096,,https://uae.arablocal.com/business/view/al-ain-glass-and-mirrors-factory,,,,,
construction,Ghantoot Transport and General Contracting LLC Al Ajban Abu Dhabi,+971 26214466,,,,Abu Dhabi,Al Ajban,Abu Dhabi,UAE,Ghantoot Transport and General Contracting LLC Al Ajban Abu Dhabi,,,1996,,https://uae.arablocal.com/business/view/ghantoot-transport-and-general-contracting-llc-al-ajban-abu-dhabi,,,,,
construction,Dafco Concrete Products Inds Co WLL,+971 68825447,,,,"Dhaid,",Dhaid,Sharjah,UAE,Dafco Concrete Products Inds Co WLL,,,1938,,https://uae.arablocal.com/business/view/dafco-concrete-products-inds-co-wll,,,,,
business-b2b,Al Tariq Trading Company LLC,+971 42263605,,,,"Al Zarooni building, Murshid Bazaar, , P.O. Box: 3305",Deira,Dubai,UAE,"Al Tariq Trading Company LLC is located in Dubai, UAE. Company is working in Trading, Blankets, Towels, Linens Trading business activities.",,,1118,,https://uae.arablocal.com/business/view/al-tariq-trading-company--llc,,,,,
industrial,Al Hamra Steel Pipe Factory Co LLC Al Sajaa Sharjah,+971 65360127,,,,"Al Sajaa,",Al Sajaa,Sharjah,UAE,Al Hamra Steel Pipe Factory Co LLC Al Sajaa Sharjah,,,2094,,https://uae.arablocal.com/business/view/al-hamra-steel-pipe-factory-co-llc-al-sajaa-sharjah,,,,,
construction,Al Ain General Contracting Co LLC ALGECO Companies Camp Abu Dhabi,+971 37825606,,,,"Mazyad Road,",Companies camps,Abu Dhabi,UAE,Al Ain General Contracting Co LLC ALGECO Companies Camp Abu Dhabi,,,1993,,https://uae.arablocal.com/business/view/al-ain-general-contracting-co-llc-algeco-companies-camp-abu-dhabi,,,,,
industrial,Al Yamama UPVC Doors and Windows,+971 37216602,,,,"Ground Floor, Al Rauwaidhi Building, Street # 16,",Sanaiya,Abu Dhabi,UAE,Al Yamama UPVC Doors and Windows,,,2079,,https://uae.arablocal.com/business/view/al-yamama-upvc-doors-and-windows,,,,,
industrial,Al Waleed Refrigerant Gas Industry LLC,+971 42730844,,,,"5th Floor, Technic Building, Office # 502, Salahuddin Road, Al Muraqqabat,",Deira,Dubai,UAE,Al Waleed Refrigerant Gas Industry LLC,,,2441,,https://uae.arablocal.com/business/view/al-waleed-refrigerant-gas-industry-llc,,,,,
business-b2b,Al Furqan Trading Co,+971 42676634,,,,Dubai,Deira,Dubai,UAE,Al Furqan Trading Co,,,1376,,https://uae.arablocal.com/business/view/al-furqan-trading-co,,,,,
industrial,Jindal Steel DMCC,+971 44264026,,,,"Jumeirah Bay 2, Unit # 3309,",Jumeirah Lakes towers,Dubai,UAE,Jindal Steel DMCC,,,2064,,https://uae.arablocal.com/business/view/jindal-steel-dmcc,,,,,
construction,Ceramica Cleopatra,+971 42627877,,,,Dubai,Hor Al Anz,Dubai,UAE,Ceramica Cleopatra,,,1861,,https://uae.arablocal.com/business/view/ceramica-cleopatra,,,,,
construction,Al Zamalek Gen Contg Co,+971 67423706,,,,Ajman,Al Rashidiya 3,Ajman,UAE,Al Zamalek Gen Contg Co,,,1920,,https://uae.arablocal.com/business/view/al-zamalek-gen-contg-co,,,,,
industrial,Al Jazeera City Trailers Industries LLC,+971 43338942,,,,Dubai,Ras al khor industrial area 1,Sharjah,UAE,Al Jazeera City Trailers Industries LLC,,,2055,,https://uae.arablocal.com/business/view/al-jazeera-city-trailers-industries-llc,,,,,
construction,Al Wathba Al Mafraq And Al Ain Concrete Block Factories,+971 25822400,,,,"Al Mafraq Industrial Area, P.O. Box: 31901",Al Mafraq Industrial Area,Abu Dhabi,UAE,"Al Wathba, Al Mafraq and Al Ain Concrete Block Factories is located in Abu Dhabi, UAE. Company is working in Building Materials, Construction Services business activities.",,,1856,,https://uae.arablocal.com/business/view/al-wathba-al-mafraq-and-al-ain-concrete-block-factories,,,,,
construction,Transgulf Readymix Concrete Co Ltd Abu dhabi,+971 25511777,,,,"Plot # 58/59/60, Street # 15,",Musaffah,Abu Dhabi,UAE,Transgulf Readymix Concrete Co Ltd Abu dhabi,,,1910,,https://uae.arablocal.com/business/view/transgulf-readymix-concrete-co-ltd-abu-dhabi,,,,,
industrial,Abid Textile,+971 37514030,,,,Abu Dhabi,Al Ain,Abu Dhabi,UAE,Abid Textile,,,2048,,https://uae.arablocal.com/business/view/abid-textile,,,,,
construction,Belhasa Industrial Stones LLC Sharjah,+971 65443336,,,,"Al Doori Building, Industrial Area 15,",Industrial Area,Sharjah,UAE,Belhasa Industrial Stones LLC Sharjah,,,1906,,https://uae.arablocal.com/business/view/belhasa-industrial-stones-llc-sharjah,,,,,
industrial,Al Mawsim Tents Industries LLC,+971 65319983,,,,"Ground Floor, Al Mawasim Tents Building, Office # 1, Al Ittihad Road,",Industrial Area # 7,Sharjah,UAE,Al Mawsim Tents Industries LLC,http://www.almawsimtents.com/,,1983,,https://uae.arablocal.com/business/view/al-mawsim-tents-industries-llc,,,,,
business-b2b,Leader Express,+971 42384664,,,,"5th Floor, Ministry of Economy Building, Office # 501, Near Clock Tower,",Business Village,Dubai,UAE,Leader Express,,,1109,,https://uae.arablocal.com/business/view/leader-express,,,,,
industrial,GT Steel Recycling DMCC,+971 44208385,,,,"ALMAS Tower, Unit # ALMAS-06-A,",Jumeirah Lakes towers,Dubai,UAE,GT Steel Recycling DMCC,,,1980,,https://uae.arablocal.com/business/view/gt-steel-recycling-dmcc,,,,,
industrial,Arab Emirates Bandac Co LLC Dubai,+971 42858317,,,,"Ground Floor, Umm Ramool,",Al Rashidiya,Dubai,UAE,Arab Emirates Bandac Co LLC Dubai,,,1959,,https://uae.arablocal.com/business/view/arab-emirates-bandac-co-llc-dubai,,,,,
industrial,Al Ain Glass and Mirror Co LLC,+971 37641442,,,,Abu Dhabi,Al Ain,Abu Dhabi,UAE,Al Ain Glass and Mirror Co LLC,,,1929,,https://uae.arablocal.com/business/view/al-ain-glass-and-mirror-co-llc,,,,,
business-b2b,Khazan,+971 65350606,,,,"11, P.O. Box: 66335",Industrial Area 11,Sharjah,UAE,"Khazan is located in Sharjah, UAE. Company is working in Overseas Business, Import and Export Agents business activities.",,,1104,,https://uae.arablocal.com/business/view/khazan,,,,,
business-b2b,Al Nameer Trading Agencies Co,+971 3349993,,,,Box No. 1604,Dubai Others,Dubai,UAE,"AL NAMEER TRADING AGENCIES CO. is located in Dubai, UAE. Company is working in Trading business activities.",,,1099,,https://uae.arablocal.com/business/view/al-nameer-trading-agencies-co,,,,,
business-b2b,Al Wasi Technical Service LLC,+971 3937132,,,,Box No. 46486,Dubai Others,Dubai,UAE,"AL WASI TECHNICAL SERVICE LLC is located in Dubai, UAE. Company is working in Professional Services, Air Conditioning, Carpentry & Flooring, Contractors, Electromechanical Equipment Installation business activities.",,,1098,,https://uae.arablocal.com/business/view/al-wasi-technical-service--llc,,,,,
industrial,Al Muntadhim Copper and Aluminium Scrap Trading,+971 65350060,,,,"Industrial 10,",Industrial Area 10,Sharjah,UAE,Al Muntadhim Copper and Aluminium Scrap Trading,,,1917,,https://uae.arablocal.com/business/view/al-muntadhim-copper-and-aluminium-scrap-trading,,,,,
construction,Bin Harmal Cement Products Factory,+971 37222313,,,,"Office # 1, 1st Floor, Italian Palace Bldg, Sanaiya Street,",Al Ain,Abu Dhabi,UAE,Bin Harmal Cement Products Factory,,,1851,,https://uae.arablocal.com/business/view/bin-harmal-cement-products-factory,,,,,
industrial,Mohamed Hareb Al Otaiba Kitchen Supplies LLC,+971 43414900,+971 504548187,,,"Ground Floor, Mohamed Hareb Al Otaiba Building, Al Marabea Street, 65D,",Al Quoz Industrial Area,Dubai,UAE,Mohamed Hareb Al Otaiba Kitchen Supplies LLC,,,1908,,https://uae.arablocal.com/business/view/mohamed-hareb-al-otaiba-kitchen-supplies-llc,,,,,
construction,Emirates Roads Contracting Co LLC Ras Al Khaimah,+971 72446662,,,,Ras Al Khaimah,Business Bay,Ras Al Khaimah,UAE,Emirates Roads Contracting Co LLC Ras Al Khaimah,,,1846,,https://uae.arablocal.com/business/view/emirates-roads-contracting-co-llc-ras-al-khaimah,,,,,
construction,Acttell Construction LLC Dubai,+971 42844166,,,,"Ground Floor, Bin Drai Building, Office R2A, Umm Ramool,",Al Garhoud,Dubai,UAE,Acttell Construction LLC Dubai,,,1823,,https://uae.arablocal.com/business/view/acttell-construction-llc-dubai,,,,,
industrial,Abdul Hameed Khouri Aluminium Glass Factory LLC,+971 65346800,,,,Sharjah,Industrial Area 12,Sharjah,UAE,Abdul Hameed Khouri Aluminium Glass Factory LLC,,,1904,,https://uae.arablocal.com/business/view/abdul-hameed-khouri-aluminium-glass-factory-llc,,,,,
business-b2b,Al Rubaya Group,+971 26272000,,,,"7, ADNIC Bldg, Khalifa,",Al Danah,Abu Dhabi,UAE,Al Rubaya Group,,,1084,,https://uae.arablocal.com/business/view/al-rubaya-group,,,,,
business-b2b,Wimpey Laboratories Dubai,+971 44410518,,,,"Floor # 41, Platinum Tower, Office # 4105,",Jumeirah Lakes towers,Dubai,UAE,Wimpey Laboratories Dubai,,,1071,,https://uae.arablocal.com/business/view/wimpey-laboratories-dubai,,,,,
business-b2b,Omran Al Rawi Lawyer and Legal Consultancy,+971 42776297,,,,"Floor # 10 & 26, JBC # 04, Office # 1002 & 2603, AL Sarayat Street,",Jumeirah Lakes towers,Dubai,UAE,Omran Al Rawi Lawyer and Legal Consultancy,,,1061,,https://uae.arablocal.com/business/view/omran-al-rawi-lawyer-and-legal-consultancy,,,,,
construction,Emirates Roads Contracting Co LLC Sharjah,+971 92220964,,,,Fujairah,Business Bay,Dubai,UAE,Emirates Roads Contracting Co LLC Sharjah,,,1801,,https://uae.arablocal.com/business/view/emirates-roads-contracting-co-llc-sharjah,,,,,
business-b2b,All Details Middle East Fz LLC,+971 44484670,,,,"Floor # 3, Building # 10, Dubai Media City(DMC),",Umm Suqeim,Dubai,UAE,All Details Middle East Fz LLC,,,1054,,https://uae.arablocal.com/business/view/all-details-middle-east-fz-llc,,,,,
construction,AB Building Contracting Co LLC,+971 43312371,,,,"2nd Floor, Union Co-operative Society, Al Dhiyafah Street, Al Satwa,",Al Zaabeel,Dubai,UAE,AB Building Contracting Co LLC,,,1797,,https://uae.arablocal.com/business/view/ab-building-contracting-co-llc,,,,,
construction,Abu Hail Contracting Co. LLC Deira Dubai,+971 42975757,,,,"Mezzanine Floor, Al Bassam Building, Office # 446, Al Riqqa,",Deira,Dubai,UAE,Abu Hail Contracting Co. LLC Deira Dubai,,,1783,,https://uae.arablocal.com/business/view/abu-hail-contracting-co-llc-deira-dubai,,,,,
construction,Al Telal Cement Trading,+971 72225566,,,,Ras Al Khaimah,Al Nakheel,Ras Al Khaimah,UAE,Al Telal Cement Trading,,,1779,,https://uae.arablocal.com/business/view/al-telal-cement-trading,,,,,
industrial,Ahmed Ramadhan Juma ARJ Group,+971 37218144,,,,Abu Dhabi,Al Ain,Abu Dhabi,UAE,Ahmed Ramadhan Juma ARJ Group,,,1846,,https://uae.arablocal.com/business/view/ahmed-ramadhan-juma-arj-group,,,,,
construction,Mcdermott Middle East INC. Jebel Ali Free Zone Dubai,+971 48835200,,,,"Jebel Ali Free Zone,",Jebel Ali Freezone,Dubai,UAE,Mcdermott Middle East INC. Jebel Ali Free Zone Dubai,,,1773,,https://uae.arablocal.com/business/view/mcdermott-middle-east-inc-jebel-ali-free-zone-dubai,,,,,
industrial,Fikree Group of Companies L.L.C,+971 43377911,,,,"Floor # 4, Montawa Building, Office # 406, Al Zabeel Street, Al Karama,",Bur Dubai,Dubai,UAE,Fikree Group of Companies L.L.C,,,1813,,https://uae.arablocal.com/business/view/fikree-group-of-companies-l-l-c,,,,,
business-b2b,Lucky Engineering Services,+971 5395075,,,,P.O Box 40432,Dubai Others,Dubai,UAE,"Lucky Engineering Services is located in Dubai, UAE. Company is working in Trading, Basic Steel Products business activities.",,,1052,,https://uae.arablocal.com/business/view/lucky-engineering-services,,,,,
business-b2b,Arab coupons,+971 44179611,,,,"Tower X2, Suite 403,",Jumeirah Lakes towers,Dubai,UAE,Arab coupons,,,1046,,https://uae.arablocal.com/business/view/arab-coupons,,,,,
